palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
valdense,"['val', 'den', 'se']",val·den·se,adjetivo,"['vaw', 'dˈẽ', 'sɪ']",vaw.dˈẽ.sɪ,2,penultima,vaw,dˈẽ,sɪ
valdense,"['val', 'den', 'se']",val·den·se,nome feminino,"['vaw', 'dˈẽ', 'sɪ']",vaw.dˈẽ.sɪ,2,penultima,vaw,dˈẽ,sɪ
valdevinos,"['val', 'de', 'vi', 'nos']",val·de·vi·nos,nome masculino,"['vaw', 'de', 'vˈĩ', 'nʊʃ']",vaw.de.vˈĩ.nʊʃ,2,penultima,de,vˈĩ,nʊʃ
valdo,"['val', 'do']",val·do,nome masculino,"['vˈaw', 'dʊ']",vˈaw.dʊ,2,penultima,,vˈaw,dʊ
vale,"['va', 'le']",va·le,nome masculino,"['vˈa', 'lɪ']",vˈa.lɪ,2,penultima,,vˈa,lɪ
vale-cambrense,"['va', 'le', 'cam', 'bren', 'se']",va·le-cam·bren·se,nome masculino,"['vˌa', 'li', 'kɐ̃', 'bɾˈẽ', 'sɪ ou vˌa', 'li', 'kɐ̃', 'bɾˈẽ', 'sɪ']",vˌa.li.kɐ̃.bɾˈẽ.sɪ ou vˌa.li.kɐ̃.bɾˈẽ.sɪ,2,penultima,kɐ̃,bɾˈẽ,sɪ
vale-cambrense,"['va', 'le', 'cam', 'bren', 'se']",va·le-cam·bren·se,adjetivo,"['vˌa', 'li', 'kɐ̃', 'bɾˈẽ', 'sɪ']",vˌa.li.kɐ̃.bɾˈẽ.sɪ,2,penultima,kɐ̃,bɾˈẽ,sɪ
valedor,"['va', 'le', 'dor']",va·le·dor,adjetivo,"['va', 'le', 'dˈo']",va.le.dˈo,1,ultima,va,le,dˈo
valedor,"['va', 'le', 'dor']",va·le·dor,nome masculino,"['va', 'le', 'dˈo']",va.le.dˈo,1,ultima,va,le,dˈo
valeira,"['va', 'lei', 'ra']",va·lei·ra,nome feminino,"['va', 'lˈej', 'ɾɐ']",va.lˈej.ɾɐ,2,penultima,va,lˈej,ɾɐ
valeiro,"['va', 'lei', 'ro']",va·lei·ro,nome masculino,"['va', 'lˈej', 'ɾʊ']",va.lˈej.ɾʊ,2,penultima,va,lˈej,ɾʊ
valeiro,"['va', 'lei', 'ro']",va·lei·ro,adjetivo,"['va', 'lˈej', 'ɾʊ']",va.lˈej.ɾʊ,2,penultima,va,lˈej,ɾʊ
valejo,"['va', 'le', 'jo']",va·le·jo,nome masculino,"['va', 'lˈe', 'ʒʊ']",va.lˈe.ʒʊ,2,penultima,va,lˈe,ʒʊ
valência,"['va', 'lên', 'ci', 'a']",va·lên·ci·a,nome feminino,"['va', 'lˈẽ', 'sjɐ']",va.lˈẽ.sjɐ,3,antepenultima,va,lˈẽ,sjɐ
valenciana,"['va', 'len', 'ci', 'a', 'na']",va·len·ci·a·na,nome feminino,"['va', 'lẽ', 'si', 'ˈɐ̃', 'nɐ']",va.lẽ.si.ˈɐ̃.nɐ,2,penultima,si,ˈɐ̃,nɐ
valenciano,"['va', 'len', 'ci', 'a', 'no']",va·len·ci·a·no,adjetivo,"['va', 'lẽ', 'si', 'ˈɐ̃', 'nʊ']",va.lẽ.si.ˈɐ̃.nʊ,2,penultima,si,ˈɐ̃,nʊ
valenciano,"['va', 'len', 'ci', 'a', 'no']",va·len·ci·a·no,nome masculino,"['va', 'lẽ', 'si', 'ˈɐ̃', 'nʊ']",va.lẽ.si.ˈɐ̃.nʊ,2,penultima,si,ˈɐ̃,nʊ
valentão,"['va', 'len', 'tão']",va·len·tão,adjetivo,"['va', 'lẽ', 'tˈɐ̃w']",va.lẽ.tˈɐ̃w,1,ultima,va,lẽ,tˈɐ̃w
valentão,"['va', 'len', 'tão']",va·len·tão,nome masculino,"['va', 'lẽ', 'tˈɐ̃w']",va.lẽ.tˈɐ̃w,1,ultima,va,lẽ,tˈɐ̃w
valente,"['va', 'len', 'te']",va·len·te,nome masculino,"['va', 'lˈẽ', 'tʃɪ']",va.lˈẽ.tʃɪ,2,penultima,va,lˈẽ,tʃɪ
valente,"['va', 'len', 'te']",va·len·te,adjetivo,"['va', 'lˈẽ', 'tʃɪ']",va.lˈẽ.tʃɪ,2,penultima,va,lˈẽ,tʃɪ
valente,"['va', 'len', 'te']",va·len·te,nome feminino,"['va', 'lˈẽ', 'tʃɪ']",va.lˈẽ.tʃɪ,2,penultima,va,lˈẽ,tʃɪ
valentemente,"['va', 'len', 'te', 'men', 'te']",va·len·te·men·te,advérbio,"['va', 'lẽ', 'tẽ', 'mˈẽ', 'tʃɪ']",va.lẽ.tẽ.mˈẽ.tʃɪ,2,penultima,tẽ,mˈẽ,tʃɪ
valentia,"['va', 'len', 'ti', 'a']",va·len·ti·a,nome feminino,"['va', 'lẽ', 'tʃˈi', 'ɐ']",va.lẽ.tʃˈi.ɐ,2,penultima,lẽ,tʃˈi,ɐ
valer,"['va', 'ler']",va·ler,verbo,"['va', 'lˈe']",va.lˈe,1,ultima,,va,lˈe
valeriana,"['va', 'le', 'ri', 'a', 'na']",va·le·ri·a·na,nome feminino,"['va', 'le', 'ɾi', 'ˈɐ̃', 'nɐ']",va.le.ɾi.ˈɐ̃.nɐ,2,penultima,ɾi,ˈɐ̃,nɐ
valerosamente,"['va', 'le', 'ro', 'sa', 'men', 'te']",va·le·ro·sa·men·te,advérbio,"['va', 'le', 'ɾɔ', 'zã', 'mˈẽ', 'tʃɪ']",va.le.ɾɔ.zã.mˈẽ.tʃɪ,2,penultima,zã,mˈẽ,tʃɪ
valeroso,"['va', 'le', 'ro', 'so']",va·le·ro·so,adjetivo,"['va', 'le', 'ɾˈo', 'zʊ']",va.le.ɾˈo.zʊ,2,penultima,le,ɾˈo,zʊ
valete,"['va', 'le', 'te']",va·le·te,nome masculino,"['va', 'lˈɛ', 'tʃɪ']",va.lˈɛ.tʃɪ,2,penultima,va,lˈɛ,tʃɪ
valia,"['va', 'li', 'a']",va·li·a,nome feminino,"['va', 'lˈi', 'ɐ']",va.lˈi.ɐ,2,penultima,va,lˈi,ɐ
valida,"['va', 'li', 'da']",va·li·da,nome feminino,"['va', 'lˈi', 'dɐ']",va.lˈi.dɐ,2,penultima,va,lˈi,dɐ
validação,"['va', 'li', 'da', 'ção']",va·li·da·ção,nome feminino,"['va', 'li', 'da', 'sˈɐ̃w']",va.li.da.sˈɐ̃w,1,ultima,li,da,sˈɐ̃w
validade,"['va', 'li', 'da', 'de']",va·li·da·de,nome feminino,"['va', 'li', 'dˈa', 'dʒɪ']",va.li.dˈa.dʒɪ,2,penultima,li,dˈa,dʒɪ
validamente,"['va', 'li', 'da', 'men', 'te']",va·li·da·men·te,advérbio,"['va', 'li', 'dã', 'mˈẽ', 'tʃɪ']",va.li.dã.mˈẽ.tʃɪ,2,penultima,dã,mˈẽ,tʃɪ
validar,"['va', 'li', 'dar']",va·li·dar,verbo,"['va', 'li', 'dˈa']",va.li.dˈa,1,ultima,va,li,dˈa
validez,"['va', 'li', 'dez']",va·li·dez,nome feminino,"['va', 'li', 'dˈeʃ']",va.li.dˈeʃ,1,ultima,va,li,dˈeʃ
valido,"['va', 'li', 'do']",va·li·do,adjetivo,"['va', 'lˈi', 'dʊ']",va.lˈi.dʊ,2,penultima,va,lˈi,dʊ
valido,"['va', 'li', 'do']",va·li·do,nome masculino,"['va', 'lˈi', 'dʊ']",va.lˈi.dʊ,2,penultima,va,lˈi,dʊ
válido,"['vá', 'li', 'do']",vá·li·do,adjetivo,"['vˈa', 'li', 'dʊ']",vˈa.li.dʊ,3,antepenultima,vˈa,li,dʊ
valimento,"['va', 'li', 'men', 'to']",va·li·men·to,nome masculino,"['va', 'lĩ', 'mˈẽ', 'tʊ']",va.lĩ.mˈẽ.tʊ,2,penultima,lĩ,mˈẽ,tʊ
valiosamente,"['va', 'li', 'o', 'sa', 'men', 'te']",va·li·o·sa·men·te,advérbio,"['va', 'ljɔ', 'zã', 'mˈẽ', 'tʃɪ']",va.ljɔ.zã.mˈẽ.tʃɪ,2,penultima,zã,mˈẽ,tʃɪ
valioso,"['va', 'li', 'o', 'so']",va·li·o·so,adjetivo,"['va', 'ljˈo', 'zʊ']",va.ljˈo.zʊ,2,penultima,va,ljˈo,zʊ
valo,"['va', 'lo']",va·lo,nome masculino,"['vˈa', 'lʊ']",vˈa.lʊ,2,penultima,,vˈa,lʊ
valonguense,"['va', 'lon', 'guen', 'se']",va·lon·guen·se,adjetivo,"['va', 'lõ', 'gˈẽ', 'sɪ']",va.lõ.gˈẽ.sɪ,2,penultima,lõ,gˈẽ,sɪ
valonguense,"['va', 'lon', 'guen', 'se']",va·lon·guen·se,nome masculino,"['va', 'lõ', 'gˈẽ', 'sɪ ou va', 'lõ', 'gˈẽ', 'sɪ']",va.lõ.gˈẽ.sɪ ou va.lõ.gˈẽ.sɪ,2,penultima,lõ,gˈẽ,sɪ
valor,"['va', 'lor']",va·lor,nome masculino,"['va', 'lˈo']",va.lˈo,1,ultima,,va,lˈo
valor-base,"['va', 'lor', 'ba', 'se']",va·lor-ba·se,nome masculino,"['va', 'lˌoɾ', 'bˈa', 'zɪ']",va.lˌoɾ.bˈa.zɪ,2,penultima,lˌoɾ,bˈa,zɪ
valoração,"['va', 'lo', 'ra', 'ção']",va·lo·ra·ção,nome feminino,"['va', 'lo', 'ɾa', 'sˈɐ̃w']",va.lo.ɾa.sˈɐ̃w,1,ultima,lo,ɾa,sˈɐ̃w
valorado,"['va', 'lo', 'ra', 'do']",va·lo·ra·do,adjetivo,"['va', 'lo', 'ɾˈa', 'dʊ']",va.lo.ɾˈa.dʊ,2,penultima,lo,ɾˈa,dʊ
valorar,"['va', 'lo', 'rar']",va·lo·rar,verbo,"['va', 'lo', 'ɾˈa']",va.lo.ɾˈa,1,ultima,va,lo,ɾˈa
valorativo,"['va', 'lo', 'ra', 'ti', 'vo']",va·lo·ra·ti·vo,adjetivo,"['va', 'lo', 'ɾa', 'tʃˈi', 'vʊ']",va.lo.ɾa.tʃˈi.vʊ,2,penultima,ɾa,tʃˈi,vʊ
valorização,"['va', 'lo', 'ri', 'za', 'ção']",va·lo·ri·za·ção,nome feminino,"['va', 'lo', 'ɾi', 'za', 'sˈɐ̃w']",va.lo.ɾi.za.sˈɐ̃w,1,ultima,ɾi,za,sˈɐ̃w
valorizado,"['va', 'lo', 'ri', 'za', 'do']",va·lo·ri·za·do,adjetivo,"['va', 'lo', 'ɾi', 'zˈa', 'dʊ']",va.lo.ɾi.zˈa.dʊ,2,penultima,ɾi,zˈa,dʊ
valorizador,"['va', 'lo', 'ri', 'za', 'dor']",va·lo·ri·za·dor,adjetivo,"['va', 'lo', 'ɾi', 'za', 'dˈo']",va.lo.ɾi.za.dˈo,1,ultima,ɾi,za,dˈo
valorizador,"['va', 'lo', 'ri', 'za', 'dor']",va·lo·ri·za·dor,nome masculino,"['va', 'lo', 'ɾi', 'za', 'dˈo']",va.lo.ɾi.za.dˈo,1,ultima,ɾi,za,dˈo
valorizadora,"['va', 'lo', 'ri', 'za', 'do', 'ra']",va·lo·ri·za·do·ra,nome feminino,"['va', 'lo', 'ɾi', 'za', 'dˈo', 'ɾɐ']",va.lo.ɾi.za.dˈo.ɾɐ,2,penultima,za,dˈo,ɾɐ
valorizar,"['va', 'lo', 'ri', 'zar']",va·lo·ri·zar,verbo,"['va', 'lo', 'ɾi', 'zˈa']",va.lo.ɾi.zˈa,1,ultima,lo,ɾi,zˈa
valorizável,"['va', 'lo', 'ri', 'zá', 'vel']",va·lo·ri·zá·vel,adjetivo,"['va', 'lo', 'ɾi', 'zˈa', 'vew']",va.lo.ɾi.zˈa.vew,2,penultima,ɾi,zˈa,vew
