palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
habilitando,"['ha', 'bi', 'li', 'tan', 'do']",ha·bi·li·tan·do,nome masculino,"['a', 'bi', 'li', 'tˈɐ̃', 'dʊ']",a.bi.li.tˈɐ̃.dʊ,2,penultima,li,tˈɐ̃,dʊ
habilitante,"['ha', 'bi', 'li', 'tan', 'te']",ha·bi·li·tan·te,adjetivo,"['a', 'bi', 'li', 'tˈɐ̃', 'tʃɪ']",a.bi.li.tˈɐ̃.tʃɪ,2,penultima,li,tˈɐ̃,tʃɪ
habilitante,"['ha', 'bi', 'li', 'tan', 'te']",ha·bi·li·tan·te,nome masculino,"['a', 'bi', 'li', 'tˈɐ̃', 'tʃɪ']",a.bi.li.tˈɐ̃.tʃɪ,2,penultima,li,tˈɐ̃,tʃɪ
habilitante,"['ha', 'bi', 'li', 'tan', 'te']",ha·bi·li·tan·te,nome feminino,"['a', 'bi', 'li', 'tˈɐ̃', 'tʃɪ']",a.bi.li.tˈɐ̃.tʃɪ,2,penultima,li,tˈɐ̃,tʃɪ
habilitar,"['ha', 'bi', 'li', 'tar']",ha·bi·li·tar,verbo,"['a', 'bi', 'li', 'tˈa']",a.bi.li.tˈa,1,ultima,bi,li,tˈa
habilmente,"['ha', 'bil', 'men', 'te']",ha·bil·men·te,advérbio,"['a', 'biw', 'mˈẽ', 'tʃɪ']",a.biw.mˈẽ.tʃɪ,2,penultima,biw,mˈẽ,tʃɪ
habitabilidade,"['ha', 'bi', 'ta', 'bi', 'li', 'da', 'de']",ha·bi·ta·bi·li·da·de,nome feminino,"['a', 'bi', 'ta', 'bi', 'li', 'dˈa', 'dʒɪ']",a.bi.ta.bi.li.dˈa.dʒɪ,2,penultima,li,dˈa,dʒɪ
habitação,"['ha', 'bi', 'ta', 'ção']",ha·bi·ta·ção,nome feminino,"['a', 'bi', 'ta', 'sˈɐ̃w']",a.bi.ta.sˈɐ̃w,1,ultima,bi,ta,sˈɐ̃w
habitacional,"['ha', 'bi', 'ta', 'ci', 'o', 'nal']",ha·bi·ta·ci·o·nal,adjetivo,"['a', 'bi', 'ta', 'sjõ', 'nˈaw']",a.bi.ta.sjõ.nˈaw,1,ultima,ta,sjõ,nˈaw
habitáculo,"['ha', 'bi', 'tá', 'cu', 'lo']",ha·bi·tá·cu·lo,nome masculino,"['a', 'bi', 'tˈa', 'ku', 'lʊ']",a.bi.tˈa.ku.lʊ,3,antepenultima,tˈa,ku,lʊ
habitado,"['ha', 'bi', 'ta', 'do']",ha·bi·ta·do,adjetivo,"['a', 'bi', 'tˈa', 'dʊ']",a.bi.tˈa.dʊ,2,penultima,bi,tˈa,dʊ
habitante,"['ha', 'bi', 'tan', 'te']",ha·bi·tan·te,adjetivo,"['a', 'bi', 'tˈɐ̃', 'tʃɪ']",a.bi.tˈɐ̃.tʃɪ,2,penultima,bi,tˈɐ̃,tʃɪ
habitante,"['ha', 'bi', 'tan', 'te']",ha·bi·tan·te,nome masculino,"['a', 'bi', 'tˈɐ̃', 'tʃɪ']",a.bi.tˈɐ̃.tʃɪ,2,penultima,bi,tˈɐ̃,tʃɪ
habitante,"['ha', 'bi', 'tan', 'te']",ha·bi·tan·te,nome feminino,"['a', 'bi', 'tˈɐ̃', 'tʃɪ']",a.bi.tˈɐ̃.tʃɪ,2,penultima,bi,tˈɐ̃,tʃɪ
habitar,"['ha', 'bi', 'tar']",ha·bi·tar,verbo,"['a', 'bi', 'tˈa']",a.bi.tˈa,1,ultima,a,bi,tˈa
habitat,"['ha', 'bi', 'tat']",ha·bi·tat,nome masculino,"['a', 'bˈi', 'tat']",a.bˈi.tat,2,penultima,a,bˈi,tat
habitável,"['ha', 'bi', 'tá', 'vel']",ha·bi·tá·vel,adjetivo,"['a', 'bi', 'tˈa', 'vew']",a.bi.tˈa.vew,2,penultima,bi,tˈa,vew
hábito,"['há', 'bi', 'to']",há·bi·to,nome masculino,"['ˈa', 'bi', 'tʊ']",ˈa.bi.tʊ,3,antepenultima,ˈa,bi,tʊ
habituação,"['ha', 'bi', 'tu', 'a', 'ção']",ha·bi·tu·a·ção,nome feminino,"['a', 'bi', 'tu', 'a', 'sˈɐ̃w']",a.bi.tu.a.sˈɐ̃w,1,ultima,tu,a,sˈɐ̃w
habituado,"['ha', 'bi', 'tu', 'a', 'do']",ha·bi·tu·a·do,adjetivo,"['a', 'bi', 'tu', 'ˈa', 'dʊ']",a.bi.tu.ˈa.dʊ,2,penultima,tu,ˈa,dʊ
habitual,"['ha', 'bi', 'tu', 'al']",ha·bi·tu·al,adjetivo,"['a', 'bi', 'tu', 'ˈaw']",a.bi.tu.ˈaw,1,ultima,bi,tu,ˈaw
habitualidade,"['ha', 'bi', 'tu', 'a', 'li', 'da', 'de']",ha·bi·tu·a·li·da·de,nome feminino,"['a', 'bi', 'tu', 'a', 'li', 'dˈa', 'dʒɪ']",a.bi.tu.a.li.dˈa.dʒɪ,2,penultima,li,dˈa,dʒɪ
habitualmente,"['ha', 'bi', 'tu', 'al', 'men', 'te']",ha·bi·tu·al·men·te,advérbio,"['a', 'bi', 'tu', 'aw', 'mˈẽ', 'tʃɪ']",a.bi.tu.aw.mˈẽ.tʃɪ,2,penultima,aw,mˈẽ,tʃɪ
habituar,"['ha', 'bi', 'tu', 'ar']",ha·bi·tu·ar,verbo,"['a', 'bi', 'tu', 'ˈa']",a.bi.tu.ˈa,1,ultima,bi,tu,ˈa
habitué,"['ha', 'bi', 'tué']",ha·bi·tué,nome masculino,[''],,1,ultima,,,
habitus,"['ha', 'bi', 'tus']",ha·bi·tus,nome masculino,"['ˈa', 'bi', 'tʊʃ']",ˈa.bi.tʊʃ,1,ultima,ˈa,bi,tʊʃ
hacer,"['ha', 'cer']",ha·cer,nome masculino,"['a', 'sˈe']",a.sˈe,1,ultima,,a,sˈe
hacker,"['hac', 'ker']",hac·ker,nome masculino,['ou'],ou,2,penultima,,,ou
haco,"['ha', 'co']",ha·co,nome masculino,"['ˈa', 'kʊ']",ˈa.kʊ,2,penultima,,ˈa,kʊ
haco,"['ha', 'co']",ha·co,adjetivo,"['ˈa', 'kʊ']",ˈa.kʊ,2,penultima,,ˈa,kʊ
hagiografia,"['ha', 'gi', 'o', 'gra', 'fi', 'a']",ha·gi·o·gra·fi·a,nome feminino,"['a', 'ʒjo', 'gɾa', 'fˈi', 'ɐ']",a.ʒjo.gɾa.fˈi.ɐ,2,penultima,gɾa,fˈi,ɐ
hagiográfico,"['ha', 'gi', 'o', 'grá', 'fi', 'co']",ha·gi·o·grá·fi·co,adjetivo,"['a', 'ʒjo', 'gɾˈa', 'fi', 'kʊ']",a.ʒjo.gɾˈa.fi.kʊ,3,antepenultima,gɾˈa,fi,kʊ
hagiógrafo,"['ha', 'gi', 'ó', 'gra', 'fo']",ha·gi·ó·gra·fo,nome masculino,"['a', 'ʒjˈɔ', 'gɾa', 'fʊ']",a.ʒjˈɔ.gɾa.fʊ,3,antepenultima,ʒjˈɔ,gɾa,fʊ
haitiana,"['hai', 'ti', 'a', 'na']",hai·ti·a·na,nome feminino,"['aj', 'tʃi', 'ˈɐ̃', 'nɐ']",aj.tʃi.ˈɐ̃.nɐ,2,penultima,tʃi,ˈɐ̃,nɐ
haitiano,"['hai', 'ti', 'a', 'no']",hai·ti·a·no,adjetivo,"['aj', 'tʃi', 'ˈɐ̃', 'nʊ']",aj.tʃi.ˈɐ̃.nʊ,2,penultima,tʃi,ˈɐ̃,nʊ
haitiano,"['hai', 'ti', 'a', 'no']",hai·ti·a·no,nome masculino,"['aj', 'tʃi', 'ˈɐ̃', 'nʊ']",aj.tʃi.ˈɐ̃.nʊ,2,penultima,tʃi,ˈɐ̃,nʊ
halali,"['ha', 'la', 'li']",ha·la·li,nome masculino,"['a', 'la', 'lˈi']",a.la.lˈi,1,ultima,a,la,lˈi
haliêutico,"['ha', 'li', 'êu', 'ti', 'co']",ha·li·êu·ti·co,adjetivo,"['a', 'li', 'ˈew', 'tʃi', 'kʊ']",a.li.ˈew.tʃi.kʊ,3,antepenultima,ˈew,tʃi,kʊ
hálito,"['há', 'li', 'to']",há·li·to,nome masculino,"['ˈa', 'li', 'tu']",ˈa.li.tu,3,antepenultima,ˈa,li,tu
hall,['hall'],hall,nome masculino,[''],,1,ultima,,,
halo,"['ha', 'lo']",ha·lo,nome masculino,"['ˈa', 'lʊ']",ˈa.lʊ,2,penultima,,ˈa,lʊ
halogenado,"['ha', 'lo', 'ge', 'na', 'do']",ha·lo·ge·na·do,adjetivo,"['a', 'lo', 'ʒẽ', 'nˈa', 'dʊ']",a.lo.ʒẽ.nˈa.dʊ,2,penultima,ʒẽ,nˈa,dʊ
halogenar,"['ha', 'lo', 'ge', 'nar']",ha·lo·ge·nar,verbo,"['a', 'lo', 'ʒẽ', 'nˈa']",a.lo.ʒẽ.nˈa,1,ultima,lo,ʒẽ,nˈa
halogéneo,"['ha', 'lo', 'gé', 'ne', 'o']",ha·lo·gé·ne·o,nome masculino,"['a', 'lo', 'ʒˈɛ̃', 'njʊ']",a.lo.ʒˈɛ̃.njʊ,3,antepenultima,lo,ʒˈɛ̃,njʊ
halogéneo,"['ha', 'lo', 'gé', 'ne', 'o']",ha·lo·gé·ne·o,adjetivo,"['a', 'lo', 'ʒˈɛ̃', 'njʊ']",a.lo.ʒˈɛ̃.njʊ,3,antepenultima,lo,ʒˈɛ̃,njʊ
halogénio,"['ha', 'lo', 'gé', 'ni', 'o']",ha·lo·gé·ni·o,nome masculino,"['a', 'lo', 'ʒˈɛ̃', 'njʊ']",a.lo.ʒˈɛ̃.njʊ,3,antepenultima,lo,ʒˈɛ̃,njʊ
haltere,"['hal', 'te', 're']",hal·te·re,nome masculino,"['aw', 'tˈɛ', 'ɾɪ']",aw.tˈɛ.ɾɪ,2,penultima,aw,tˈɛ,ɾɪ
halterofilia,"['hal', 'te', 'ro', 'fi', 'li', 'a']",hal·te·ro·fi·li·a,nome feminino,"['aw', 'te', 'ɾo', 'fi', 'lˈi', 'ɐ']",aw.te.ɾo.fi.lˈi.ɐ,2,penultima,fi,lˈi,ɐ
halterofilismo,"['hal', 'te', 'ro', 'fi', 'lis', 'mo']",hal·te·ro·fi·lis·mo,nome masculino,"['aw', 'te', 'ɾo', 'fi', 'lˈiʒ', 'mʊ']",aw.te.ɾo.fi.lˈiʒ.mʊ,2,penultima,fi,lˈiʒ,mʊ
halterofilista,"['hal', 'te', 'ro', 'fi', 'lis', 'ta']",hal·te·ro·fi·lis·ta,nome masculino,"['aw', 'te', 'ɾo', 'fi', 'lˈiʃ', 'tɐ']",aw.te.ɾo.fi.lˈiʃ.tɐ,2,penultima,fi,lˈiʃ,tɐ
halterofilista,"['hal', 'te', 'ro', 'fi', 'lis', 'ta']",hal·te·ro·fi·lis·ta,adjetivo,"['aw', 'te', 'ɾo', 'fi', 'lˈiʃ', 'tɐ']",aw.te.ɾo.fi.lˈiʃ.tɐ,2,penultima,fi,lˈiʃ,tɐ
halterofilista,"['hal', 'te', 'ro', 'fi', 'lis', 'ta']",hal·te·ro·fi·lis·ta,nome feminino,"['aw', 'te', 'ɾo', 'fi', 'lˈiʃ', 'tɐ']",aw.te.ɾo.fi.lˈiʃ.tɐ,2,penultima,fi,lˈiʃ,tɐ
hamada,"['ha', 'ma', 'da']",ha·ma·da,nome feminino,"['ã', 'mˈa', 'dɐ']",ã.mˈa.dɐ,2,penultima,ã,mˈa,dɐ
hambúrguer,"['ham', 'búr', 'guer']",ham·búr·guer,nome masculino,"['ɐ̃', 'bˈuɦ', 'ge']",ɐ̃.bˈuɦ.ge,2,penultima,ɐ̃,bˈuɦ,ge
hamburguês,"['ham', 'bur', 'guês']",ham·bur·guês,nome masculino,"['ɐ̃', 'buɦ', 'gˈeʃ']",ɐ̃.buɦ.gˈeʃ,1,ultima,ɐ̃,buɦ,gˈeʃ
hamburguês,"['ham', 'bur', 'guês']",ham·bur·guês,adjetivo,"['ɐ̃', 'buɦ', 'gˈeʃ']",ɐ̃.buɦ.gˈeʃ,1,ultima,ɐ̃,buɦ,gˈeʃ
hamster,"['ham', 'ster']",ham·ster,nome masculino,[''],,2,penultima,,,
handicap,"['han', 'di', 'cap']",han·di·cap,nome masculino,[''],,1,ultima,,,
hangar,"['han', 'gar']",han·gar,nome masculino,"['ɐ̃', 'gˈa']",ɐ̃.gˈa,1,ultima,,ɐ̃,gˈa
hansa,"['han', 'sa']",han·sa,nome feminino,"['ˈɐ̃', 'sɐ']",ˈɐ̃.sɐ,2,penultima,,ˈɐ̃,sɐ
hanseático,"['han', 'se', 'á', 'ti', 'co']",han·se·á·ti·co,adjetivo,"['ɐ̃', 'si', 'ˈa', 'tʃi', 'kʊ']",ɐ̃.si.ˈa.tʃi.kʊ,3,antepenultima,ˈa,tʃi,kʊ
happening,"['hap', 'pe', 'ning']",hap·pe·ning,nome masculino,[''],,3,antepenultima,,,
hard,['hard'],hard,adjetivo,[''],,1,ultima,,,
hard-rock,"['hard', 'rock']",hard-rock,nome masculino,[''],,1,ultima,,,
hardware,"['hard', 'wa', 're']",hard·wa·re,nome masculino,[''],,2,penultima,,,
harém,"['ha', 'rém']",ha·rém,nome masculino,"['a', 'ɾˈɛm']",a.ɾˈɛm,1,ultima,,a,ɾˈɛm
harmonia,"['har', 'mo', 'ni', 'a']",har·mo·ni·a,nome feminino,"['aɦ', 'mõ', 'nˈi', 'ɐ']",aɦ.mõ.nˈi.ɐ,2,penultima,mõ,nˈi,ɐ
harmónica,"['har', 'mó', 'ni', 'ca']",har·mó·ni·ca,adjetivo,"['aɦ', 'mˈɔ̃', 'ni', 'kɐ']",aɦ.mˈɔ̃.ni.kɐ,3,antepenultima,mˈɔ̃,ni,kɐ
harmónica,"['har', 'mó', 'ni', 'ca']",har·mó·ni·ca,nome feminino,"['aɦ', 'mˈɔ̃', 'ni', 'kɐ']",aɦ.mˈɔ̃.ni.kɐ,3,antepenultima,mˈɔ̃,ni,kɐ
harmonicamente,"['har', 'mo', 'ni', 'ca', 'men', 'te']",har·mo·ni·ca·men·te,advérbio,"['aɦ', 'mõ', 'ni', 'kã', 'mˈẽ', 'tʃɪ']",aɦ.mõ.ni.kã.mˈẽ.tʃɪ,2,penultima,kã,mˈẽ,tʃɪ
harmónico,"['har', 'mó', 'ni', 'co']",har·mó·ni·co,adjetivo,"['aɦ', 'mˈɔ̃', 'ni', 'kʊ']",aɦ.mˈɔ̃.ni.kʊ,3,antepenultima,mˈɔ̃,ni,kʊ
harmónio,"['har', 'mó', 'ni', 'o']",har·mó·ni·o,nome masculino,"['aɦ', 'mˈɔ̃', 'njʊ']",aɦ.mˈɔ̃.njʊ,3,antepenultima,aɦ,mˈɔ̃,njʊ
harmoniosamente,"['har', 'mo', 'ni', 'o', 'sa', 'men', 'te']",har·mo·ni·o·sa·men·te,advérbio,"['aɦ', 'mõ', 'njɔ', 'zã', 'mˈẽ', 'tʃɪ']",aɦ.mõ.njɔ.zã.mˈẽ.tʃɪ,2,penultima,zã,mˈẽ,tʃɪ
harmonioso,"['har', 'mo', 'ni', 'o', 'so']",har·mo·ni·o·so,adjetivo,"['aɦ', 'mõ', 'njˈo', 'zʊ']",aɦ.mõ.njˈo.zʊ,2,penultima,mõ,njˈo,zʊ
harmonização,"['har', 'mo', 'ni', 'za', 'ção']",har·mo·ni·za·ção,nome feminino,"['aɦ', 'mõ', 'ni', 'za', 'sˈɐ̃w']",aɦ.mõ.ni.za.sˈɐ̃w,1,ultima,ni,za,sˈɐ̃w
harmonizado,"['har', 'mo', 'ni', 'za', 'do']",har·mo·ni·za·do,adjetivo,"['aɦ', 'mõ', 'ni', 'zˈa', 'dʊ']",aɦ.mõ.ni.zˈa.dʊ,2,penultima,ni,zˈa,dʊ
harmonizador,"['har', 'mo', 'ni', 'za', 'dor']",har·mo·ni·za·dor,adjetivo,"['aɦ', 'mõ', 'ni', 'za', 'dˈo']",aɦ.mõ.ni.za.dˈo,1,ultima,ni,za,dˈo
harmonizar,"['har', 'mo', 'ni', 'zar']",har·mo·ni·zar,verbo,"['aɦ', 'mõ', 'ni', 'zˈa']",aɦ.mõ.ni.zˈa,1,ultima,mõ,ni,zˈa
harpa,"['har', 'pa']",har·pa,nome feminino,"['ˈah', 'pɐ']",ˈah.pɐ,2,penultima,,ˈah,pɐ
harpagão,"['har', 'pa', 'gão']",har·pa·gão,nome masculino,"['ah', 'pa', 'gˈɐ̃w']",ah.pa.gˈɐ̃w,1,ultima,ah,pa,gˈɐ̃w
harpar,"['har', 'par']",har·par,verbo,"['ah', 'pˈa']",ah.pˈa,1,ultima,,ah,pˈa
harpejo,"['har', 'pe', 'jo']",har·pe·jo,nome masculino,"['ah', 'pˈe', 'ʒʊ']",ah.pˈe.ʒʊ,2,penultima,ah,pˈe,ʒʊ
harpista,"['har', 'pis', 'ta']",har·pis·ta,nome masculino,"['ah', 'pˈiʃ', 'tɐ']",ah.pˈiʃ.tɐ,2,penultima,ah,pˈiʃ,tɐ
harpista,"['har', 'pis', 'ta']",har·pis·ta,nome feminino,"['ah', 'pˈiʃ', 'tɐ']",ah.pˈiʃ.tɐ,2,penultima,ah,pˈiʃ,tɐ
harto,"['har', 'to']",har·to,advérbio,"['ˈah', 'tʊ']",ˈah.tʊ,2,penultima,,ˈah,tʊ
harto,"['har', 'to']",har·to,adjetivo,"['ˈah', 'tʊ']",ˈah.tʊ,2,penultima,,ˈah,tʊ
hasta,"['has', 'ta']",has·ta,nome feminino,"['ˈaʃ', 'tɐ']",ˈaʃ.tɐ,2,penultima,,ˈaʃ,tɐ
hastado,"['has', 'ta', 'do']",has·ta·do,adjetivo,"['aʃ', 'tˈa', 'dʊ']",aʃ.tˈa.dʊ,2,penultima,aʃ,tˈa,dʊ
hastado,"['has', 'ta', 'do']",has·ta·do,nome masculino,"['aʃ', 'tˈa', 'dʊ']",aʃ.tˈa.dʊ,2,penultima,aʃ,tˈa,dʊ
haste,"['has', 'te']",has·te,nome feminino,"['ˈaʃ', 'tʃɪ']",ˈaʃ.tʃɪ,2,penultima,,ˈaʃ,tʃɪ
hasteado,"['has', 'te', 'a', 'do']",has·te·a·do,adjetivo,"['aʃ', 'tʃi', 'ˈa', 'dʊ']",aʃ.tʃi.ˈa.dʊ,2,penultima,tʃi,ˈa,dʊ
hasteamento,"['has', 'te', 'a', 'men', 'to']",has·te·a·men·to,nome masculino,"['aʃ', 'te', 'ã', 'mˈẽ', 'tʊ']",aʃ.te.ã.mˈẽ.tʊ,2,penultima,ã,mˈẽ,tʊ
hastear,"['has', 'te', 'ar']",has·te·ar,verbo,"['aʃ', 'tʃi', 'ˈa']",aʃ.tʃi.ˈa,1,ultima,aʃ,tʃi,ˈa
hastifino,"['has', 'ti', 'fi', 'no']",has·ti·fi·no,adjetivo,"['aʃ', 'tʃi', 'fˈĩ', 'nʊ']",aʃ.tʃi.fˈĩ.nʊ,2,penultima,tʃi,fˈĩ,nʊ
hausto,"['haus', 'to']",haus·to,nome masculino,"['ˈawʃ', 'tʊ']",ˈawʃ.tʊ,2,penultima,,ˈawʃ,tʊ
havaiana,"['ha', 'vai', 'a', 'na']",ha·vai·a·na,nome feminino,"['a', 'vaj', 'ˈɐ̃', 'nɐ']",a.vaj.ˈɐ̃.nɐ,2,penultima,vaj,ˈɐ̃,nɐ
havaiano,"['ha', 'vai', 'a', 'no']",ha·vai·a·no,nome masculino,"['a', 'vaj', 'ˈɐ̃', 'nʊ']",a.vaj.ˈɐ̃.nʊ,2,penultima,vaj,ˈɐ̃,nʊ
havaiano,"['ha', 'vai', 'a', 'no']",ha·vai·a·no,adjetivo,"['a', 'vaj', 'ˈɐ̃', 'nʊ']",a.vaj.ˈɐ̃.nʊ,2,penultima,vaj,ˈɐ̃,nʊ
havana,"['ha', 'va', 'na']",ha·va·na,nome feminino,"['a', 'vˈɐ̃', 'nɐ']",a.vˈɐ̃.nɐ,2,penultima,a,vˈɐ̃,nɐ
havana,"['ha', 'va', 'na']",ha·va·na,adjetivo,"['a', 'vˈɐ̃', 'nɐ']",a.vˈɐ̃.nɐ,2,penultima,a,vˈɐ̃,nɐ
havanês,"['ha', 'va', 'nês']",ha·va·nês,adjetivo,"['a', 'vã', 'nˈeʃ']",a.vã.nˈeʃ,1,ultima,a,vã,nˈeʃ
havanês,"['ha', 'va', 'nês']",ha·va·nês,nome masculino,"['a', 'vã', 'nˈeʃ']",a.vã.nˈeʃ,1,ultima,a,vã,nˈeʃ
havano,"['ha', 'va', 'no']",ha·va·no,nome masculino,"['a', 'vˈɐ̃', 'nʊ']",a.vˈɐ̃.nʊ,2,penultima,a,vˈɐ̃,nʊ
havano,"['ha', 'va', 'no']",ha·va·no,adjetivo,"['a', 'vˈɐ̃', 'nʊ']",a.vˈɐ̃.nʊ,2,penultima,a,vˈɐ̃,nʊ
haver,"['ha', 'ver']",ha·ver,verbo,"['a', 'vˈe']",a.vˈe,1,ultima,,a,vˈe
haver,"['ha', 'ver']",ha·ver,nome masculino,"['a', 'vˈe']",a.vˈe,1,ultima,,a,vˈe
haveres,"['ha', 've', 'res']",ha·ve·res,nome masculino,"['a', 'vˈe', 'ɾɪʃ']",a.vˈe.ɾɪʃ,2,penultima,a,vˈe,ɾɪʃ
haxixe,"['ha', 'xi', 'xe']",ha·xi·xe,nome masculino,"['a', 'ʃˈi', 'ʃɪ']",a.ʃˈi.ʃɪ,2,penultima,a,ʃˈi,ʃɪ
heavy-metal,"['hea', 'vy', 'me', 'tal']",hea·vy-me·tal,nome masculino,[''],,2,penultima,,,
hebdomadário,"['heb', 'do', 'ma', 'dá', 'ri', 'o']",heb·do·ma·dá·ri·o,adjetivo,"['ɛ', 'bə', 'dõ', 'ma', 'dˈa', 'ɾjʊ']",ɛ.bə.dõ.ma.dˈa.ɾjʊ,3,antepenultima,ma,dˈa,ɾjʊ
hebdomadário,"['heb', 'do', 'ma', 'dá', 'ri', 'o']",heb·do·ma·dá·ri·o,nome masculino,"['ɛ', 'bə', 'dõ', 'ma', 'dˈa', 'ɾjʊ']",ɛ.bə.dõ.ma.dˈa.ɾjʊ,3,antepenultima,ma,dˈa,ɾjʊ
hebraica,"['he', 'brai', 'ca']",he·brai·ca,nome feminino,"['e', 'bɾˈaj', 'kɐ']",e.bɾˈaj.kɐ,2,penultima,e,bɾˈaj,kɐ
hebraico,"['he', 'brai', 'co']",he·brai·co,adjetivo,"['e', 'bɾˈaj', 'kʊ']",e.bɾˈaj.kʊ,2,penultima,e,bɾˈaj,kʊ
hebraico,"['he', 'brai', 'co']",he·brai·co,nome masculino,"['e', 'bɾˈaj', 'kʊ']",e.bɾˈaj.kʊ,2,penultima,e,bɾˈaj,kʊ
hebreu,"['he', 'breu']",he·breu,adjetivo,"['e', 'bɾˈew']",e.bɾˈew,1,ultima,,e,bɾˈew
hebreu,"['he', 'breu']",he·breu,nome masculino,"['e', 'bɾˈew']",e.bɾˈew,1,ultima,,e,bɾˈew
hecatombe,"['he', 'ca', 'tom', 'be']",he·ca·tom·be,nome feminino,"['e', 'ka', 'tˈõ', 'bɪ']",e.ka.tˈõ.bɪ,2,penultima,ka,tˈõ,bɪ
hectare,"['hec', 'ta', 're']",hec·ta·re,nome masculino,"['e', 'kə', 'tˈa', 'ɾɪ']",e.kə.tˈa.ɾɪ,2,penultima,kə,tˈa,ɾɪ
hectolitro,"['hec', 'to', 'li', 'tro']",hec·to·li·tro,nome masculino,"['e', 'kə', 'to', 'lˈi', 'tɾʊ']",e.kə.to.lˈi.tɾʊ,2,penultima,to,lˈi,tɾʊ
hectómetro,"['hec', 'tó', 'me', 'tro']",hec·tó·me·tro,nome masculino,"['e', 'kə', 'tˈɔ̃', 'me', 'tɾʊ']",e.kə.tˈɔ̃.me.tɾʊ,3,antepenultima,tˈɔ̃,me,tɾʊ
hediondamente,"['he', 'di', 'on', 'da', 'men', 'te']",he·di·on·da·men·te,advérbio,"['e', 'dʒjõ', 'dã', 'mˈẽ', 'tʃɪ']",e.dʒjõ.dã.mˈẽ.tʃɪ,2,penultima,dã,mˈẽ,tʃɪ
hediondez,"['he', 'di', 'on', 'dez']",he·di·on·dez,nome feminino,"['e', 'dʒjõ', 'dˈeʃ']",e.dʒjõ.dˈeʃ,1,ultima,e,dʒjõ,dˈeʃ
hediondo,"['he', 'di', 'on', 'do']",he·di·on·do,adjetivo,"['e', 'dʒjˈõ', 'dʊ']",e.dʒjˈõ.dʊ,2,penultima,e,dʒjˈõ,dʊ
hedonismo,"['he', 'do', 'nis', 'mo']",he·do·nis·mo,nome masculino,"['e', 'dõ', 'nˈiʒ', 'mʊ']",e.dõ.nˈiʒ.mʊ,2,penultima,dõ,nˈiʒ,mʊ
hedonista,"['he', 'do', 'nis', 'ta']",he·do·nis·ta,nome masculino,"['e', 'dõ', 'nˈiʃ', 'tɐ']",e.dõ.nˈiʃ.tɐ,2,penultima,dõ,nˈiʃ,tɐ
hedonista,"['he', 'do', 'nis', 'ta']",he·do·nis·ta,adjetivo,"['e', 'dõ', 'nˈiʃ', 'tɐ']",e.dõ.nˈiʃ.tɐ,2,penultima,dõ,nˈiʃ,tɐ
