palavra,divisao,categoria,fonetica,tonic
vai-não-vai,"['vai', 'não', 'vai']",nome masculino,"['vˌaj', 'nɐ̃w', 'vˈaj']",1
vaia,"['vai', 'a']",nome feminino,"['vˈaj', 'ɐ']",2
vaiar,"['vai', 'ar']",verbo,"['vaj', 'ˈa']",1
vaidade,"['vai', 'da', 'de']",nome feminino,"['vaj', 'dˈa', 'dʒɪ']",2
vaidosa,"['vai', 'do', 'sa']",nome feminino,"['vaj', 'dˈɔ', 'zɐ']",2
vaidosamente,"['vai', 'do', 'sa', 'men', 'te']",advérbio,"['vaj', 'dɔ', 'zã', 'mˈẽ', 'tʃɪ']",2
vaidoso,"['vai', 'do', 'so']",nome masculino,"['vaj', 'dˈo', 'zʊ']",2
vaidoso,"['vai', 'do', 'so']",adjetivo,"['vaj', 'dˈo', 'zʊ']",2
vairão,"['vai', 'rão']",nome masculino,"['vaj', 'ɾˈɐ̃w']",1
vaivém,"['vai', 'vém']",nome masculino,"['vaj', 'vˈẽj']",1
vala,"['va', 'la']",nome feminino,"['vˈa', 'lɐ']",2
valada,"['va', 'la', 'da']",nome feminino,"['va', 'lˈa', 'dɐ']",2
valado,"['va', 'la', 'do']",adjetivo,"['va', 'lˈa', 'dʊ']",2
valado,"['va', 'la', 'do']",nome masculino,"['va', 'lˈa', 'dʊ']",2
valador,"['va', 'la', 'dor']",adjetivo,"['va', 'la', 'dˈo']",1
valador,"['va', 'la', 'dor']",nome masculino,"['va', 'la', 'dˈo']",1
valão,"['va', 'lão']",nome masculino,"['va', 'lˈɐ̃w']",1
valão,"['va', 'lão']",adjetivo,"['va', 'lˈɐ̃w']",1
valáquia,"['va', 'lá', 'qui', 'a']",nome feminino,"['va', 'lˈa', 'kjɐ']",3
valáquio,"['va', 'lá', 'qui', 'o']",nome masculino,"['va', 'lˈa', 'kjʊ']",3
valáquio,"['va', 'lá', 'qui', 'o']",adjetivo,"['va', 'lˈa', 'kjʊ']",3
valar,"['va', 'lar']",verbo,"['va', 'lˈa']",1
valar,"['va', 'lar']",adjetivo,"['va', 'lˈa']",1
valboense,"['val', 'bo', 'en', 'se']",adjetivo,"['vaw', 'bo', 'ˈẽ', 'sɪ']",2
valboense,"['val', 'bo', 'en', 'se']",nome masculino,"['vaw', 'bo', 'ˈẽ', 'sɪ ou vaw', 'bo', 'ˈẽ', 'sɪ']",2
valdense,"['val', 'den', 'se']",nome masculino,"['vaw', 'dˈẽ', 'sɪ']",2
valdense,"['val', 'den', 'se']",adjetivo,"['vaw', 'dˈẽ', 'sɪ']",2
valdense,"['val', 'den', 'se']",nome feminino,"['vaw', 'dˈẽ', 'sɪ']",2
valdevinos,"['val', 'de', 'vi', 'nos']",nome masculino,"['vaw', 'de', 'vˈĩ', 'nʊʃ']",2
valdo,"['val', 'do']",nome masculino,"['vˈaw', 'dʊ']",2
vale,"['va', 'le']",nome masculino,"['vˈa', 'lɪ']",2
vale-cambrense,"['va', 'le', 'cam', 'bren', 'se']",nome masculino,"['vˌa', 'li', 'kɐ̃', 'bɾˈẽ', 'sɪ ou vˌa', 'li', 'kɐ̃', 'bɾˈẽ', 'sɪ']",2
vale-cambrense,"['va', 'le', 'cam', 'bren', 'se']",adjetivo,"['vˌa', 'li', 'kɐ̃', 'bɾˈẽ', 'sɪ']",2
valedor,"['va', 'le', 'dor']",adjetivo,"['va', 'le', 'dˈo']",1
valedor,"['va', 'le', 'dor']",nome masculino,"['va', 'le', 'dˈo']",1
valeira,"['va', 'lei', 'ra']",nome feminino,"['va', 'lˈej', 'ɾɐ']",2
valeiro,"['va', 'lei', 'ro']",nome masculino,"['va', 'lˈej', 'ɾʊ']",2
valeiro,"['va', 'lei', 'ro']",adjetivo,"['va', 'lˈej', 'ɾʊ']",2
valejo,"['va', 'le', 'jo']",nome masculino,"['va', 'lˈe', 'ʒʊ']",2
valência,"['va', 'lên', 'ci', 'a']",nome feminino,"['va', 'lˈẽ', 'sjɐ']",3
valenciana,"['va', 'len', 'ci', 'a', 'na']",nome feminino,"['va', 'lẽ', 'si', 'ˈɐ̃', 'nɐ']",2
valenciano,"['va', 'len', 'ci', 'a', 'no']",adjetivo,"['va', 'lẽ', 'si', 'ˈɐ̃', 'nʊ']",2
valenciano,"['va', 'len', 'ci', 'a', 'no']",nome masculino,"['va', 'lẽ', 'si', 'ˈɐ̃', 'nʊ']",2
valentão,"['va', 'len', 'tão']",adjetivo,"['va', 'lẽ', 'tˈɐ̃w']",1
valentão,"['va', 'len', 'tão']",nome masculino,"['va', 'lẽ', 'tˈɐ̃w']",1
valente,"['va', 'len', 'te']",nome masculino,"['va', 'lˈẽ', 'tʃɪ']",2
valente,"['va', 'len', 'te']",adjetivo,"['va', 'lˈẽ', 'tʃɪ']",2
valente,"['va', 'len', 'te']",nome feminino,"['va', 'lˈẽ', 'tʃɪ']",2
valentemente,"['va', 'len', 'te', 'men', 'te']",advérbio,"['va', 'lẽ', 'tẽ', 'mˈẽ', 'tʃɪ']",2
valentia,"['va', 'len', 'ti', 'a']",nome feminino,"['va', 'lẽ', 'tʃˈi', 'ɐ']",2
valer,"['va', 'ler']",verbo,"['va', 'lˈe']",1
valeriana,"['va', 'le', 'ri', 'a', 'na']",nome feminino,"['va', 'le', 'ɾi', 'ˈɐ̃', 'nɐ']",2
valerosamente,"['va', 'le', 'ro', 'sa', 'men', 'te']",advérbio,"['va', 'le', 'ɾɔ', 'zã', 'mˈẽ', 'tʃɪ']",2
valeroso,"['va', 'le', 'ro', 'so']",adjetivo,"['va', 'le', 'ɾˈo', 'zʊ']",2
valete,"['va', 'le', 'te']",nome masculino,"['va', 'lˈɛ', 'tʃɪ']",2
valia,"['va', 'li', 'a']",nome feminino,"['va', 'lˈi', 'ɐ']",2
valida,"['va', 'li', 'da']",nome feminino,"['va', 'lˈi', 'dɐ']",2
validação,"['va', 'li', 'da', 'ção']",nome feminino,"['va', 'li', 'da', 'sˈɐ̃w']",1
validade,"['va', 'li', 'da', 'de']",nome feminino,"['va', 'li', 'dˈa', 'dʒɪ']",2
validamente,"['va', 'li', 'da', 'men', 'te']",advérbio,"['va', 'li', 'dã', 'mˈẽ', 'tʃɪ']",2
validar,"['va', 'li', 'dar']",verbo,"['va', 'li', 'dˈa']",1
validez,"['va', 'li', 'dez']",nome feminino,"['va', 'li', 'dˈeʃ']",1
valido,"['va', 'li', 'do']",adjetivo,"['va', 'lˈi', 'dʊ']",2
valido,"['va', 'li', 'do']",nome masculino,"['va', 'lˈi', 'dʊ']",2
válido,"['vá', 'li', 'do']",adjetivo,"['vˈa', 'li', 'dʊ']",3
valimento,"['va', 'li', 'men', 'to']",nome masculino,"['va', 'lĩ', 'mˈẽ', 'tʊ']",2
valiosamente,"['va', 'li', 'o', 'sa', 'men', 'te']",advérbio,"['va', 'ljɔ', 'zã', 'mˈẽ', 'tʃɪ']",2
valioso,"['va', 'li', 'o', 'so']",adjetivo,"['va', 'ljˈo', 'zʊ']",2
valo,"['va', 'lo']",nome masculino,"['vˈa', 'lʊ']",2
valonguense,"['va', 'lon', 'guen', 'se']",adjetivo,"['va', 'lõ', 'gˈẽ', 'sɪ']",2
valonguense,"['va', 'lon', 'guen', 'se']",nome masculino,"['va', 'lõ', 'gˈẽ', 'sɪ ou va', 'lõ', 'gˈẽ', 'sɪ']",2
valor,"['va', 'lor']",nome masculino,"['va', 'lˈo']",1
valor-base,"['va', 'lor', 'ba', 'se']",nome masculino,"['va', 'lˌoɾ', 'bˈa', 'zɪ']",2
valoração,"['va', 'lo', 'ra', 'ção']",nome feminino,"['va', 'lo', 'ɾa', 'sˈɐ̃w']",1
valorado,"['va', 'lo', 'ra', 'do']",adjetivo,"['va', 'lo', 'ɾˈa', 'dʊ']",2
valorar,"['va', 'lo', 'rar']",verbo,"['va', 'lo', 'ɾˈa']",1
valorativo,"['va', 'lo', 'ra', 'ti', 'vo']",adjetivo,"['va', 'lo', 'ɾa', 'tʃˈi', 'vʊ']",2
valorização,"['va', 'lo', 'ri', 'za', 'ção']",nome feminino,"['va', 'lo', 'ɾi', 'za', 'sˈɐ̃w']",1
valorizado,"['va', 'lo', 'ri', 'za', 'do']",adjetivo,"['va', 'lo', 'ɾi', 'zˈa', 'dʊ']",2
valorizador,"['va', 'lo', 'ri', 'za', 'dor']",adjetivo,"['va', 'lo', 'ɾi', 'za', 'dˈo']",1
valorizador,"['va', 'lo', 'ri', 'za', 'dor']",nome masculino,"['va', 'lo', 'ɾi', 'za', 'dˈo']",1
valorizadora,"['va', 'lo', 'ri', 'za', 'do', 'ra']",nome feminino,"['va', 'lo', 'ɾi', 'za', 'dˈo', 'ɾɐ']",2
valorizar,"['va', 'lo', 'ri', 'zar']",verbo,"['va', 'lo', 'ɾi', 'zˈa']",1
valorizável,"['va', 'lo', 'ri', 'zá', 'vel']",adjetivo,"['va', 'lo', 'ɾi', 'zˈa', 'vew']",2
valorosamente,"['va', 'lo', 'ro', 'sa', 'men', 'te']",advérbio,"['va', 'lo', 'ɾɔ', 'zã', 'mˈẽ', 'tʃɪ']",2
valoroso,"['va', 'lo', 'ro', 'so']",adjetivo,"['va', 'lo', 'ɾˈo', 'zʊ']",2
valpacense,"['val', 'pa', 'cen', 'se']",adjetivo,"['vaw', 'pa', 'sˈẽ', 'sɪ']",2
valpacense,"['val', 'pa', 'cen', 'se']",nome masculino,"['vaw', 'pa', 'sˈẽ', 'sɪ ou vaw', 'pa', 'sˈẽ', 'sɪ']",2
valquíria,"['val', 'quí', 'ri', 'a']",nome feminino,"['vaw', 'kˈi', 'ɾjɐ']",3
valsa,"['val', 'sa']",nome feminino,"['vˈaw', 'sɐ']",2
valsar,"['val', 'sar']",verbo,"['vaw', 'sˈa']",1
valverde,"['val', 'ver', 'de']",nome masculino,"['vaw', 'vˈeɦ', 'dʒɪ']",2
válvula,"['vál', 'vu', 'la']",nome feminino,"['vˈaw', 'vu', 'lɐ']",3
valvular,"['val', 'vu', 'lar']",adjetivo,"['vaw', 'vu', 'lˈa']",1
vampe,"['vam', 'pe']",nome feminino,"['vˈɐ̃', 'pɪ']",2
vampírico,"['vam', 'pí', 'ri', 'co']",adjetivo,"['vɐ̃', 'pˈi', 'ɾi', 'kʊ']",3
vampirismo,"['vam', 'pi', 'ris', 'mo']",nome masculino,"['vɐ̃', 'pi', 'ɾˈiʒ', 'mʊ']",2
vampirizar,"['vam', 'pi', 'ri', 'zar']",verbo,"['vɐ̃', 'pi', 'ɾi', 'zˈa']",1
vampiro,"['vam', 'pi', 'ro']",nome masculino,"['vɐ̃', 'pˈi', 'ɾʊ']",2
vanádio,"['va', 'ná', 'di', 'o']",nome masculino,"['vã', 'nˈa', 'dʒjʊ']",3
vandalismo,"['van', 'da', 'lis', 'mo']",nome masculino,"['vɐ̃', 'da', 'lˈiʒ', 'mʊ']",2
vandalização,"['van', 'da', 'li', 'za', 'ção']",nome feminino,"['vɐ̃', 'da', 'li', 'za', 'sˈɐ̃w']",1
vandalizar,"['van', 'da', 'li', 'zar']",verbo,"['vɐ̃', 'da', 'li', 'zˈa']",1
vândalo,"['vân', 'da', 'lo']",nome masculino,"['vˈɐ̃', 'da', 'lʊ']",3
vândalo,"['vân', 'da', 'lo']",adjetivo,"['vˈɐ̃', 'da', 'lʊ']",3
vanglória,"['van', 'gló', 'ri', 'a']",nome feminino,"['vɐ̃', 'glˈɔ', 'ɾjɐ']",3
vangloriar,"['van', 'glo', 'ri', 'ar']",verbo,"['vɐ̃', 'glo', 'ɾi', 'ˈa']",1
vanguarda,"['van', 'guar', 'da']",nome feminino,"['vɐ̃', 'gwˈaɦ', 'dɐ']",2
vanguardismo,"['van', 'guar', 'dis', 'mo']",nome masculino,"['vɐ̃', 'gwaɦ', 'dʒˈiʒ', 'mʊ']",2
vanguardista,"['van', 'guar', 'dis', 'ta']",nome masculino,"['vɐ̃', 'gwaɦ', 'dʒˈiʃ', 'tɐ']",2
vanguardista,"['van', 'guar', 'dis', 'ta']",adjetivo,"['vɐ̃', 'gwaɦ', 'dʒˈiʃ', 'tɐ']",2
vanguardista,"['van', 'guar', 'dis', 'ta']",nome feminino,"['vɐ̃', 'gwaɦ', 'dʒˈiʃ', 'tɐ']",2
vanidade,"['va', 'ni', 'da', 'de']",nome feminino,"['vã', 'ni', 'dˈa', 'dʒɪ']",2
vantagem,"['van', 'ta', 'gem']",nome feminino,"['vɐ̃', 'tˈa', 'ʒẽj']",2
vantajosamente,"['van', 'ta', 'jo', 'sa', 'men', 'te']",advérbio,"['vɐ̃', 'ta', 'ʒɔ', 'zã', 'mˈẽ', 'tʃɪ']",2
vantajoso,"['van', 'ta', 'jo', 'so']",adjetivo,"['vɐ̃', 'ta', 'ʒˈo', 'zʊ']",2
vante,"['van', 'te']",nome feminino,"['vˈɐ̃', 'tʃɪ']",2
vão,['vão'],adjetivo,['vˈɐ̃w'],1
vão,['vão'],nome masculino,['vˈɐ̃w'],1
vapor,"['va', 'por']",nome masculino,"['va', 'pˈo']",1
vaporar,"['va', 'po', 'rar']",verbo,"['va', 'po', 'ɾˈa']",1
vaporização,"['va', 'po', 'ri', 'za', 'ção']",nome feminino,"['va', 'po', 'ɾi', 'za', 'sˈɐ̃w']",1
vaporizador,"['va', 'po', 'ri', 'za', 'dor']",nome masculino,"['va', 'po', 'ɾi', 'za', 'dˈo']",1
vaporizador,"['va', 'po', 'ri', 'za', 'dor']",adjetivo,"['va', 'po', 'ɾi', 'za', 'dˈo']",1
vaporizar,"['va', 'po', 'ri', 'zar']",verbo,"['va', 'po', 'ɾi', 'zˈa']",1
vaporosamente,"['va', 'po', 'ro', 'sa', 'men', 'te']",advérbio,"['va', 'po', 'ɾɔ', 'zã', 'mˈẽ', 'tʃɪ']",2
vaporoso,"['va', 'po', 'ro', 'so']",adjetivo,"['va', 'po', 'ɾˈo', 'zʊ']",2
vaqueira,"['va', 'quei', 'ra']",nome feminino,"['va', 'kˈej', 'ɾɐ']",2
vaqueiro,"['va', 'quei', 'ro']",nome masculino,"['va', 'kˈej', 'ɾʊ']",2
vaqueiro,"['va', 'quei', 'ro']",adjetivo,"['va', 'kˈej', 'ɾʊ']",2
vaquinha,"['va', 'qui', 'nha']",nome feminino,"['va', 'kˈĩ', 'ɲɐ']",2
vara,"['va', 'ra']",nome feminino,"['vˈa', 'ɾɐ']",2
varada,"['va', 'ra', 'da']",nome feminino,"['va', 'ɾˈa', 'dɐ']",2
varado,"['va', 'ra', 'do']",adjetivo,"['va', 'ɾˈa', 'dʊ']",2
varado,"['va', 'ra', 'do']",nome masculino,"['va', 'ɾˈa', 'dʊ']",2
varadouro,"['va', 'ra', 'dou', 'ro']",nome masculino,"['va', 'ɾa', 'dˈo', 'ɾʊ']",2
varal,"['va', 'ral']",nome masculino,"['va', 'ɾˈaw']",1
varanda,"['va', 'ran', 'da']",nome feminino,"['va', 'ɾˈɐ̃', 'dɐ']",2
varandim,"['va', 'ran', 'dim']",nome masculino,"['va', 'ɾɐ̃', 'dʒˈĩ']",1
varão,"['va', 'rão']",adjetivo,"['va', 'ɾˈɐ̃w']",1
varão,"['va', 'rão']",nome masculino,"['va', 'ɾˈɐ̃w']",1
varapau,"['va', 'ra', 'pau']",nome masculino,"['va', 'ɾa', 'pˈaw']",1
varar,"['va', 'rar']",verbo,"['va', 'ɾˈa']",1
vareira,"['va', 'rei', 'ra']",nome feminino,"['va', 'ɾˈej', 'ɾɐ']",2
vareiro,"['va', 'rei', 'ro']",adjetivo,"['va', 'ɾˈej', 'ɾʊ']",2
vareiro,"['va', 'rei', 'ro']",nome masculino,"['va', 'ɾˈej', 'ɾʊ']",2
varejão,"['va', 're', 'jão']",nome masculino,"['va', 'ɾe', 'ʒˈɐ̃w']",1
varejar,"['va', 're', 'jar']",verbo,"['va', 'ɾe', 'ʒˈa']",1
varejeira,"['va', 're', 'jei', 'ra']",nome feminino,"['va', 'ɾe', 'ʒˈej', 'ɾɐ']",2
varejeiro,"['va', 're', 'jei', 'ro']",adjetivo,"['va', 'ɾe', 'ʒˈej', 'ɾʊ']",2
varejo,"['va', 're', 'jo']",nome masculino,"['va', 'ɾˈe', 'ʒʊ']",2
varejo,"['va', 're', 'jo']",adjetivo,"['va', 'ɾˈe', 'ʒʊ']",2
varela,"['va', 're', 'la']",adjetivo,"['va', 'ɾˈɛ', 'lɐ']",2
varela,"['va', 're', 'la']",nome feminino,"['va', 'ɾˈɛ', 'lɐ']",2
vareta,"['va', 're', 'ta']",nome feminino,"['va', 'ɾˈe', 'tɐ']",2
varga,"['var', 'ga']",nome feminino,"['vˈaɦ', 'gɐ']",2
vargem,"['var', 'gem']",nome feminino,"['vˈaɦ', 'ʒẽj']",2
vária,"['vá', 'ri', 'a']",nome feminino,"['vˈa', 'ɾjɐ']",3
variabilidade,"['va', 'ri', 'a', 'bi', 'li', 'da', 'de']",nome feminino,"['va', 'ɾi', 'a', 'bi', 'li', 'dˈa', 'dʒɪ']",2
variação,"['va', 'ri', 'a', 'ção']",nome feminino,"['va', 'ɾi', 'a', 'sˈɐ̃w']",1
variadamente,"['va', 'ri', 'a', 'da', 'men', 'te']",advérbio,"['va', 'ɾi', 'a', 'dã', 'mˈẽ', 'tʃɪ']",2
variadíssimo,"['va', 'ri', 'a', 'dís', 'si', 'mo']",adjetivo,"['va', 'ɾi', 'a', 'dʒˈi', 'sĩ', 'mʊ']",3
variado,"['va', 'ri', 'a', 'do']",adjetivo,"['va', 'ɾi', 'ˈa', 'dʊ']",2
variamente,"['va', 'ri', 'a', 'men', 'te']",advérbio,"['va', 'ɾi', 'ã', 'mˈẽ', 'tʃɪ']",2
variância,"['va', 'ri', 'ân', 'ci', 'a']",nome feminino,"['va', 'ɾi', 'ˈɐ̃', 'sjɐ']",3
variante,"['va', 'ri', 'an', 'te']",nome feminino,"['va', 'ɾi', 'ˈɐ̃', 'tʃɪ']",2
variante,"['va', 'ri', 'an', 'te']",adjetivo,"['va', 'ɾi', 'ˈɐ̃', 'tʃɪ']",2
variar,"['va', 'ri', 'ar']",verbo,"['va', 'ɾi', 'ˈa']",1
variável,"['va', 'ri', 'á', 'vel']",adjetivo,"['va', 'ɾi', 'ˈa', 'vew']",2
variável,"['va', 'ri', 'á', 'vel']",nome feminino,"['va', 'ɾi', 'ˈa', 'vew']",2
variavelmente,"['va', 'ri', 'a', 'vel', 'men', 'te']",advérbio,"['va', 'ɾi', 'a', 'vew', 'mˈẽ', 'tʃɪ']",2
varicela,"['va', 'ri', 'ce', 'la']",nome feminino,"['va', 'ɾi', 'sˈɛ', 'lɐ']",2
varicelar,"['va', 'ri', 'ce', 'lar']",verbo,"['va', 'ɾi', 'se', 'lˈa']",1
variedade,"['va', 'ri', 'e', 'da', 'de']",nome feminino,"['va', 'ɾi', 'e', 'dˈa', 'dʒɪ']",2
variegadamente,"['va', 'ri', 'e', 'ga', 'da', 'men', 'te']",advérbio,"['va', 'ɾi', 'ɛ', 'ga', 'dã', 'mˈẽ', 'tʃɪ']",2
variegado,"['va', 'ri', 'e', 'ga', 'do']",adjetivo,"['va', 'ɾi', 'ɛ', 'gˈa', 'dʊ']",2
variegar,"['va', 'ri', 'e', 'gar']",verbo,"['va', 'ɾi', 'ɛ', 'gˈa']",1
varinha,"['va', 'ri', 'nha']",nome feminino,"['va', 'ɾˈĩ', 'ɲɐ']",2
varino,"['va', 'ri', 'no']",nome masculino,"['va', 'ɾˈĩ', 'nʊ']",2
varino,"['va', 'ri', 'no']",adjetivo,"['va', 'ɾˈĩ', 'nʊ']",2
vário,"['vá', 'ri', 'o']",adjetivo,"['vˈa', 'ɾjʊ']",3
varíola,"['va', 'rí', 'o', 'la']",nome feminino,"['va', 'ɾˈi', 'o', 'lɐ']",3
variz,"['va', 'riz']",nome feminino,"['va', 'ɾˈiʃ']",1
varjão,"['var', 'jão']",nome masculino,"['vaɦ', 'ʒˈɐ̃w']",1
varonia,"['va', 'ro', 'ni', 'a']",nome feminino,"['va', 'ɾõ', 'nˈi', 'ɐ']",2
varonil,"['va', 'ro', 'nil']",adjetivo,"['va', 'ɾõ', 'nˈiw']",1
varonilmente,"['va', 'ro', 'nil', 'men', 'te']",advérbio,"['va', 'ɾõ', 'niw', 'mˈẽ', 'tʃɪ']",2
varrasco,"['var', 'ras', 'co']",nome masculino,"['va', 'ɦˈaʃ', 'kʊ']",2
varredela,"['var', 're', 'de', 'la']",nome feminino,"['va', 'ɦe', 'dˈɛ', 'lɐ']",2
varredor,"['var', 're', 'dor']",adjetivo,"['va', 'ɦe', 'dˈo']",1
varredor,"['var', 're', 'dor']",nome masculino,"['va', 'ɦe', 'dˈo']",1
varredora,"['var', 're', 'do', 'ra']",nome feminino,"['va', 'ɦe', 'dˈo', 'ɾɐ']",2
varredoura,"['var', 're', 'dou', 'ra']",nome feminino,"['va', 'ɦe', 'dˈo', 'ɾɐ']",2
varredoura,"['var', 're', 'dou', 'ra']",adjetivo,"['va', 'ɦe', 'dˈo', 'ɾɐ']",2
varredura,"['var', 're', 'du', 'ra']",nome feminino,"['va', 'ɦe', 'dˈu', 'ɾɐ']",2
varrer,"['var', 'rer']",verbo,"['va', 'ɦˈe']",1
varrida,"['var', 'ri', 'da']",nome feminino,"['va', 'ɦˈi', 'dɐ']",2
varrido,"['var', 'ri', 'do']",nome masculino,"['va', 'ɦˈi', 'dʊ']",2
