palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
vale-cambrense,nome masculino,"['va', 'le', 'cam', 'bren', 'se']",-2,"['vˌa', 'li', 'kɐ̃', 'bɾˈẽ', 'sɪ']",-2
vale-cambrense,adjetivo,"['va', 'le', 'cam', 'bren', 'se']",-2,"['vˌa', 'li', 'kɐ̃', 'bɾˈẽ', 'sɪ']",-2
valedor,adjetivo,"['va', 'le', 'dor']",-1,"['va', 'le', 'dˈo']",-1
valedor,nome masculino,"['va', 'le', 'dor']",-1,"['va', 'le', 'dˈo']",-1
valeira,nome feminino,"['va', 'lei', 'ra']",-2,"['va', 'lˈej', 'ɾɐ']",-2
valeiro,nome masculino,"['va', 'lei', 'ro']",-2,"['va', 'lˈej', 'ɾʊ']",-2
valeiro,adjetivo,"['va', 'lei', 'ro']",-2,"['va', 'lˈej', 'ɾʊ']",-2
valejo,nome masculino,"['va', 'le', 'jo']",-2,"['va', 'lˈe', 'ʒʊ']",-2
valência,nome feminino,"['va', 'lên', 'ci', 'a']",-3,"['va', 'lˈẽ', 'sjɐ']",-2
valenciana,nome feminino,"['va', 'len', 'ci', 'a', 'na']",-2,"['va', 'lẽ', 'si', 'ˈɐ̃', 'nɐ']",-2
valenciano,adjetivo,"['va', 'len', 'ci', 'a', 'no']",-2,"['va', 'lẽ', 'si', 'ˈɐ̃', 'nʊ']",-2
valenciano,nome masculino,"['va', 'len', 'ci', 'a', 'no']",-2,"['va', 'lẽ', 'si', 'ˈɐ̃', 'nʊ']",-2
valentão,adjetivo,"['va', 'len', 'tão']",-1,"['va', 'lẽ', 'tˈɐ̃w']",-1
valentão,nome masculino,"['va', 'len', 'tão']",-1,"['va', 'lẽ', 'tˈɐ̃w']",-1
valente,nome masculino,"['va', 'len', 'te']",-2,"['va', 'lˈẽ', 'tʃɪ']",-2
valente,adjetivo,"['va', 'len', 'te']",-2,"['va', 'lˈẽ', 'tʃɪ']",-2
valente,nome feminino,"['va', 'len', 'te']",-2,"['va', 'lˈẽ', 'tʃɪ']",-2
valentemente,advérbio,"['va', 'len', 'te', 'men', 'te']",-2,"['va', 'lẽ', 'tẽ', 'mˈẽ', 'tʃɪ']",-2
valentia,nome feminino,"['va', 'len', 'ti', 'a']",-2,"['va', 'lẽ', 'tʃˈi', 'ɐ']",-2
valer,verbo,"['va', 'ler']",-1,"['va', 'lˈe']",-1
valeriana,nome feminino,"['va', 'le', 'ri', 'a', 'na']",-2,"['va', 'le', 'ɾi', 'ˈɐ̃', 'nɐ']",-2
valerosamente,advérbio,"['va', 'le', 'ro', 'sa', 'men', 'te']",-2,"['va', 'le', 'ɾɔ', 'zã', 'mˈẽ', 'tʃɪ']",-2
valeroso,adjetivo,"['va', 'le', 'ro', 'so']",-2,"['va', 'le', 'ɾˈo', 'zʊ']",-2
valete,nome masculino,"['va', 'le', 'te']",-2,"['va', 'lˈɛ', 'tʃɪ']",-2
valia,nome feminino,"['va', 'li', 'a']",-2,"['va', 'lˈi', 'ɐ']",-2
valida,nome feminino,"['va', 'li', 'da']",-2,"['va', 'lˈi', 'dɐ']",-2
validação,nome feminino,"['va', 'li', 'da', 'ção']",-1,"['va', 'li', 'da', 'sˈɐ̃w']",-1
validade,nome feminino,"['va', 'li', 'da', 'de']",-2,"['va', 'li', 'dˈa', 'dʒɪ']",-2
validamente,advérbio,"['va', 'li', 'da', 'men', 'te']",-2,"['va', 'li', 'dã', 'mˈẽ', 'tʃɪ']",-2
validar,verbo,"['va', 'li', 'dar']",-1,"['va', 'li', 'dˈa']",-1
validez,nome feminino,"['va', 'li', 'dez']",-1,"['va', 'li', 'dˈeʃ']",-1
valido,adjetivo,"['va', 'li', 'do']",-2,"['va', 'lˈi', 'dʊ']",-2
valido,nome masculino,"['va', 'li', 'do']",-2,"['va', 'lˈi', 'dʊ']",-2
válido,adjetivo,"['vá', 'li', 'do']",-3,"['vˈa', 'li', 'dʊ']",-3
valimento,nome masculino,"['va', 'li', 'men', 'to']",-2,"['va', 'lĩ', 'mˈẽ', 'tʊ']",-2
valiosamente,advérbio,"['va', 'li', 'o', 'sa', 'men', 'te']",-2,"['va', 'ljɔ', 'zã', 'mˈẽ', 'tʃɪ']",-2
valioso,adjetivo,"['va', 'li', 'o', 'so']",-2,"['va', 'ljˈo', 'zʊ']",-2
valo,nome masculino,"['va', 'lo']",-2,"['vˈa', 'lʊ']",-2
valonguense,adjetivo,"['va', 'lon', 'guen', 'se']",-2,"['va', 'lõ', 'gˈẽ', 'sɪ']",-2
valonguense,nome masculino,"['va', 'lon', 'guen', 'se']",-2,"['va', 'lõ', 'gˈẽ', 'sɪ']",-2
valor,nome masculino,"['va', 'lor']",-1,"['va', 'lˈo']",-1
valor-base,nome masculino,"['va', 'lor', 'ba', 'se']",-2,"['va', 'lˌoɾ', 'bˈa', 'zɪ']",-2
valoração,nome feminino,"['va', 'lo', 'ra', 'ção']",-1,"['va', 'lo', 'ɾa', 'sˈɐ̃w']",-1
valorado,adjetivo,"['va', 'lo', 'ra', 'do']",-2,"['va', 'lo', 'ɾˈa', 'dʊ']",-2
valorar,verbo,"['va', 'lo', 'rar']",-1,"['va', 'lo', 'ɾˈa']",-1
valorativo,adjetivo,"['va', 'lo', 'ra', 'ti', 'vo']",-2,"['va', 'lo', 'ɾa', 'tʃˈi', 'vʊ']",-2
valorização,nome feminino,"['va', 'lo', 'ri', 'za', 'ção']",-1,"['va', 'lo', 'ɾi', 'za', 'sˈɐ̃w']",-1
valorizado,adjetivo,"['va', 'lo', 'ri', 'za', 'do']",-2,"['va', 'lo', 'ɾi', 'zˈa', 'dʊ']",-2
valorizador,adjetivo,"['va', 'lo', 'ri', 'za', 'dor']",-1,"['va', 'lo', 'ɾi', 'za', 'dˈo']",-1
valorizador,nome masculino,"['va', 'lo', 'ri', 'za', 'dor']",-1,"['va', 'lo', 'ɾi', 'za', 'dˈo']",-1
valorizadora,nome feminino,"['va', 'lo', 'ri', 'za', 'do', 'ra']",-2,"['va', 'lo', 'ɾi', 'za', 'dˈo', 'ɾɐ']",-2
valorizar,verbo,"['va', 'lo', 'ri', 'zar']",-1,"['va', 'lo', 'ɾi', 'zˈa']",-1
valorizável,adjetivo,"['va', 'lo', 'ri', 'zá', 'vel']",-2,"['va', 'lo', 'ɾi', 'zˈa', 'vew']",-2
valorosamente,advérbio,"['va', 'lo', 'ro', 'sa', 'men', 'te']",-2,"['va', 'lo', 'ɾɔ', 'zã', 'mˈẽ', 'tʃɪ']",-2
valoroso,adjetivo,"['va', 'lo', 'ro', 'so']",-2,"['va', 'lo', 'ɾˈo', 'zʊ']",-2
valpacense,adjetivo,"['val', 'pa', 'cen', 'se']",-2,"['vaw', 'pa', 'sˈẽ', 'sɪ']",-2
valpacense,nome masculino,"['val', 'pa', 'cen', 'se']",-2,"['vaw', 'pa', 'sˈẽ', 'sɪ']",-2
valquíria,nome feminino,"['val', 'quí', 'ri', 'a']",-3,"['vaw', 'kˈi', 'ɾjɐ']",-2
valsa,nome feminino,"['val', 'sa']",-2,"['vˈaw', 'sɐ']",-2
valsar,verbo,"['val', 'sar']",-1,"['vaw', 'sˈa']",-1
valverde,nome masculino,"['val', 'ver', 'de']",-2,"['vaw', 'vˈeɦ', 'dʒɪ']",-2
válvula,nome feminino,"['vál', 'vu', 'la']",-3,"['vˈaw', 'vu', 'lɐ']",-3
valvular,adjetivo,"['val', 'vu', 'lar']",-1,"['vaw', 'vu', 'lˈa']",-1
vampe,nome feminino,"['vam', 'pe']",-2,"['vˈɐ̃', 'pɪ']",-2
vampírico,adjetivo,"['vam', 'pí', 'ri', 'co']",-3,"['vɐ̃', 'pˈi', 'ɾi', 'kʊ']",-3
vampirismo,nome masculino,"['vam', 'pi', 'ris', 'mo']",-2,"['vɐ̃', 'pi', 'ɾˈiʒ', 'mʊ']",-2
vampirizar,verbo,"['vam', 'pi', 'ri', 'zar']",-1,"['vɐ̃', 'pi', 'ɾi', 'zˈa']",-1
vampiro,nome masculino,"['vam', 'pi', 'ro']",-2,"['vɐ̃', 'pˈi', 'ɾʊ']",-2
vanádio,nome masculino,"['va', 'ná', 'di', 'o']",-3,"['vã', 'nˈa', 'dʒjʊ']",-2
vandalismo,nome masculino,"['van', 'da', 'lis', 'mo']",-2,"['vɐ̃', 'da', 'lˈiʒ', 'mʊ']",-2
vandalização,nome feminino,"['van', 'da', 'li', 'za', 'ção']",-1,"['vɐ̃', 'da', 'li', 'za', 'sˈɐ̃w']",-1
vandalizar,verbo,"['van', 'da', 'li', 'zar']",-1,"['vɐ̃', 'da', 'li', 'zˈa']",-1
vândalo,nome masculino,"['vân', 'da', 'lo']",-3,"['vˈɐ̃', 'da', 'lʊ']",-3
vândalo,adjetivo,"['vân', 'da', 'lo']",-3,"['vˈɐ̃', 'da', 'lʊ']",-3
vanglória,nome feminino,"['van', 'gló', 'ri', 'a']",-3,"['vɐ̃', 'glˈɔ', 'ɾjɐ']",-2
vangloriar,verbo,"['van', 'glo', 'ri', 'ar']",-1,"['vɐ̃', 'glo', 'ɾi', 'ˈa']",-1
vanguarda,nome feminino,"['van', 'guar', 'da']",-2,"['vɐ̃', 'gwˈaɦ', 'dɐ']",-2
vanguardismo,nome masculino,"['van', 'guar', 'dis', 'mo']",-2,"['vɐ̃', 'gwaɦ', 'dʒˈiʒ', 'mʊ']",-2
vanguardista,nome masculino,"['van', 'guar', 'dis', 'ta']",-2,"['vɐ̃', 'gwaɦ', 'dʒˈiʃ', 'tɐ']",-2
vanguardista,adjetivo,"['van', 'guar', 'dis', 'ta']",-2,"['vɐ̃', 'gwaɦ', 'dʒˈiʃ', 'tɐ']",-2
vanguardista,nome feminino,"['van', 'guar', 'dis', 'ta']",-2,"['vɐ̃', 'gwaɦ', 'dʒˈiʃ', 'tɐ']",-2
vanidade,nome feminino,"['va', 'ni', 'da', 'de']",-2,"['vã', 'ni', 'dˈa', 'dʒɪ']",-2
vantagem,nome feminino,"['van', 'ta', 'gem']",-2,"['vɐ̃', 'tˈa', 'ʒẽj']",-2
vantajosamente,advérbio,"['van', 'ta', 'jo', 'sa', 'men', 'te']",-2,"['vɐ̃', 'ta', 'ʒɔ', 'zã', 'mˈẽ', 'tʃɪ']",-2
vantajoso,adjetivo,"['van', 'ta', 'jo', 'so']",-2,"['vɐ̃', 'ta', 'ʒˈo', 'zʊ']",-2
vante,nome feminino,"['van', 'te']",-2,"['vˈɐ̃', 'tʃɪ']",-2
vão,adjetivo,['vão'],-1,['vˈɐ̃w'],-1
vão,nome masculino,['vão'],-1,['vˈɐ̃w'],-1
vapor,nome masculino,"['va', 'por']",-1,"['va', 'pˈo']",-1
vaporar,verbo,"['va', 'po', 'rar']",-1,"['va', 'po', 'ɾˈa']",-1
vaporização,nome feminino,"['va', 'po', 'ri', 'za', 'ção']",-1,"['va', 'po', 'ɾi', 'za', 'sˈɐ̃w']",-1
vaporizador,nome masculino,"['va', 'po', 'ri', 'za', 'dor']",-1,"['va', 'po', 'ɾi', 'za', 'dˈo']",-1
vaporizador,adjetivo,"['va', 'po', 'ri', 'za', 'dor']",-1,"['va', 'po', 'ɾi', 'za', 'dˈo']",-1
vaporizar,verbo,"['va', 'po', 'ri', 'zar']",-1,"['va', 'po', 'ɾi', 'zˈa']",-1
vaporosamente,advérbio,"['va', 'po', 'ro', 'sa', 'men', 'te']",-2,"['va', 'po', 'ɾɔ', 'zã', 'mˈẽ', 'tʃɪ']",-2
vaporoso,adjetivo,"['va', 'po', 'ro', 'so']",-2,"['va', 'po', 'ɾˈo', 'zʊ']",-2
vaqueira,nome feminino,"['va', 'quei', 'ra']",-2,"['va', 'kˈej', 'ɾɐ']",-2
vaqueiro,nome masculino,"['va', 'quei', 'ro']",-2,"['va', 'kˈej', 'ɾʊ']",-2
vaqueiro,adjetivo,"['va', 'quei', 'ro']",-2,"['va', 'kˈej', 'ɾʊ']",-2
vaquinha,nome feminino,"['va', 'qui', 'nha']",-2,"['va', 'kˈĩ', 'ɲɐ']",-2
vara,nome feminino,"['va', 'ra']",-2,"['vˈa', 'ɾɐ']",-2
varada,nome feminino,"['va', 'ra', 'da']",-2,"['va', 'ɾˈa', 'dɐ']",-2
varado,adjetivo,"['va', 'ra', 'do']",-2,"['va', 'ɾˈa', 'dʊ']",-2
varado,nome masculino,"['va', 'ra', 'do']",-2,"['va', 'ɾˈa', 'dʊ']",-2
varadouro,nome masculino,"['va', 'ra', 'dou', 'ro']",-2,"['va', 'ɾa', 'dˈo', 'ɾʊ']",-2
varal,nome masculino,"['va', 'ral']",-1,"['va', 'ɾˈaw']",-1
varanda,nome feminino,"['va', 'ran', 'da']",-2,"['va', 'ɾˈɐ̃', 'dɐ']",-2
varandim,nome masculino,"['va', 'ran', 'dim']",-1,"['va', 'ɾɐ̃', 'dʒˈĩ']",-1
varão,adjetivo,"['va', 'rão']",-1,"['va', 'ɾˈɐ̃w']",-1
varão,nome masculino,"['va', 'rão']",-1,"['va', 'ɾˈɐ̃w']",-1
varapau,nome masculino,"['va', 'ra', 'pau']",-1,"['va', 'ɾa', 'pˈaw']",-1
varar,verbo,"['va', 'rar']",-1,"['va', 'ɾˈa']",-1
vareira,nome feminino,"['va', 'rei', 'ra']",-2,"['va', 'ɾˈej', 'ɾɐ']",-2
vareiro,adjetivo,"['va', 'rei', 'ro']",-2,"['va', 'ɾˈej', 'ɾʊ']",-2
vareiro,nome masculino,"['va', 'rei', 'ro']",-2,"['va', 'ɾˈej', 'ɾʊ']",-2
varejão,nome masculino,"['va', 're', 'jão']",-1,"['va', 'ɾe', 'ʒˈɐ̃w']",-1
varejar,verbo,"['va', 're', 'jar']",-1,"['va', 'ɾe', 'ʒˈa']",-1
varejeira,nome feminino,"['va', 're', 'jei', 'ra']",-2,"['va', 'ɾe', 'ʒˈej', 'ɾɐ']",-2
varejeiro,adjetivo,"['va', 're', 'jei', 'ro']",-2,"['va', 'ɾe', 'ʒˈej', 'ɾʊ']",-2
varejo,nome masculino,"['va', 're', 'jo']",-2,"['va', 'ɾˈe', 'ʒʊ']",-2
varejo,adjetivo,"['va', 're', 'jo']",-2,"['va', 'ɾˈe', 'ʒʊ']",-2
varela,adjetivo,"['va', 're', 'la']",-2,"['va', 'ɾˈɛ', 'lɐ']",-2
varela,nome feminino,"['va', 're', 'la']",-2,"['va', 'ɾˈɛ', 'lɐ']",-2
vareta,nome feminino,"['va', 're', 'ta']",-2,"['va', 'ɾˈe', 'tɐ']",-2
varga,nome feminino,"['var', 'ga']",-2,"['vˈaɦ', 'gɐ']",-2
vargem,nome feminino,"['var', 'gem']",-2,"['vˈaɦ', 'ʒẽj']",-2
vária,nome feminino,"['vá', 'ri', 'a']",-3,"['vˈa', 'ɾjɐ']",-2
variabilidade,nome feminino,"['va', 'ri', 'a', 'bi', 'li', 'da', 'de']",-2,"['va', 'ɾi', 'a', 'bi', 'li', 'dˈa', 'dʒɪ']",-2
variação,nome feminino,"['va', 'ri', 'a', 'ção']",-1,"['va', 'ɾi', 'a', 'sˈɐ̃w']",-1
variadamente,advérbio,"['va', 'ri', 'a', 'da', 'men', 'te']",-2,"['va', 'ɾi', 'a', 'dã', 'mˈẽ', 'tʃɪ']",-2
variadíssimo,adjetivo,"['va', 'ri', 'a', 'dís', 'si', 'mo']",-3,"['va', 'ɾi', 'a', 'dʒˈi', 'sĩ', 'mʊ']",-3
variado,adjetivo,"['va', 'ri', 'a', 'do']",-2,"['va', 'ɾi', 'ˈa', 'dʊ']",-2
variamente,advérbio,"['va', 'ri', 'a', 'men', 'te']",-2,"['va', 'ɾi', 'ã', 'mˈẽ', 'tʃɪ']",-2
variância,nome feminino,"['va', 'ri', 'ân', 'ci', 'a']",-3,"['va', 'ɾi', 'ˈɐ̃', 'sjɐ']",-2
variante,nome feminino,"['va', 'ri', 'an', 'te']",-2,"['va', 'ɾi', 'ˈɐ̃', 'tʃɪ']",-2
variante,adjetivo,"['va', 'ri', 'an', 'te']",-2,"['va', 'ɾi', 'ˈɐ̃', 'tʃɪ']",-2
variar,verbo,"['va', 'ri', 'ar']",-1,"['va', 'ɾi', 'ˈa']",-1
variável,adjetivo,"['va', 'ri', 'á', 'vel']",-2,"['va', 'ɾi', 'ˈa', 'vew']",-2
variável,nome feminino,"['va', 'ri', 'á', 'vel']",-2,"['va', 'ɾi', 'ˈa', 'vew']",-2
variavelmente,advérbio,"['va', 'ri', 'a', 'vel', 'men', 'te']",-2,"['va', 'ɾi', 'a', 'vew', 'mˈẽ', 'tʃɪ']",-2
varicela,nome feminino,"['va', 'ri', 'ce', 'la']",-2,"['va', 'ɾi', 'sˈɛ', 'lɐ']",-2
varicelar,verbo,"['va', 'ri', 'ce', 'lar']",-1,"['va', 'ɾi', 'se', 'lˈa']",-1
variedade,nome feminino,"['va', 'ri', 'e', 'da', 'de']",-2,"['va', 'ɾi', 'e', 'dˈa', 'dʒɪ']",-2
variegadamente,advérbio,"['va', 'ri', 'e', 'ga', 'da', 'men', 'te']",-2,"['va', 'ɾi', 'ɛ', 'ga', 'dã', 'mˈẽ', 'tʃɪ']",-2
variegado,adjetivo,"['va', 'ri', 'e', 'ga', 'do']",-2,"['va', 'ɾi', 'ɛ', 'gˈa', 'dʊ']",-2
variegar,verbo,"['va', 'ri', 'e', 'gar']",-1,"['va', 'ɾi', 'ɛ', 'gˈa']",-1
varinha,nome feminino,"['va', 'ri', 'nha']",-2,"['va', 'ɾˈĩ', 'ɲɐ']",-2
varino,nome masculino,"['va', 'ri', 'no']",-2,"['va', 'ɾˈĩ', 'nʊ']",-2
varino,adjetivo,"['va', 'ri', 'no']",-2,"['va', 'ɾˈĩ', 'nʊ']",-2
vário,adjetivo,"['vá', 'ri', 'o']",-3,"['vˈa', 'ɾjʊ']",-2
