palavra,divisao,categoria,fonetica,tonic
quarentão,"['qua', 'ren', 'tão']",adjetivo,"['kwa', 'ɾẽ', 'tˈɐ̃w']",1
quarentão,"['qua', 'ren', 'tão']",nome masculino,"['kwa', 'ɾẽ', 'tˈɐ̃w']",1
quarentar,"['qua', 'ren', 'tar']",verbo,"['kwa', 'ɾẽ', 'tˈa']",1
quarentena,"['qua', 'ren', 'te', 'na']",nome feminino,"['kwa', 'ɾẽ', 'tˈɛ̃', 'nɐ']",2
quarentenar,"['qua', 'ren', 'te', 'nar']",verbo,"['kwa', 'ɾẽ', 'tẽ', 'nˈa']",1
quarentona,"['qua', 'ren', 'to', 'na']",nome feminino,"['kwa', 'ɾẽ', 'tˈõ', 'nɐ']",2
quaresma,"['qua', 'res', 'ma']",nome feminino,"['kwa', 'ɾˈeʒ', 'mɐ']",2
quaresmal,"['qua', 'res', 'mal']",adjetivo,"['kwa', 'ɾeʒ', 'mˈaw']",1
quaresmalmente,"['qua', 'res', 'mal', 'men', 'te']",advérbio,"['kwa', 'ɾeʒ', 'maw', 'mˈẽ', 'tʃɪ']",2
quaresmar,"['qua', 'res', 'mar']",verbo,"['kwa', 'ɾeʒ', 'mˈa']",1
quark,['quark'],nome masculino,[''],1
quarta,"['quar', 'ta']",nome feminino,"['kwˈah', 'tɐ']",2
quarta-feira,"['quar', 'ta', 'fei', 'ra']",nome feminino,"['kwˌah', 'tɐ', 'fˈej', 'ɾɐ']",2
quarta-feira,"['quar', 'ta', 'fei', 'ra']",adjetivo,"['kwˌah', 'tɐ', 'fˈej', 'ɾɐ']",2
quartanista,"['quar', 'ta', 'nis', 'ta']",nome masculino,"['kwah', 'tã', 'nˈiʃ', 'tɐ']",2
quartanista,"['quar', 'ta', 'nis', 'ta']",nome feminino,"['kwah', 'tã', 'nˈiʃ', 'tɐ']",2
quartão,"['quar', 'tão']",nome masculino,"['kwah', 'tˈɐ̃w']",1
quartar,"['quar', 'tar']",verbo,"['kwah', 'tˈa']",1
quartear,"['quar', 'te', 'ar']",verbo,"['kwah', 'tʃi', 'ˈa']",1
quarteio,"['quar', 'tei', 'o']",nome masculino,"['kwah', 'tˈej', 'ʊ']",2
quarteirão,"['quar', 'tei', 'rão']",nome masculino,"['kwah', 'tej', 'ɾˈɐ̃w']",1
quartel,"['quar', 'tel']",nome masculino,"['kwah', 'tˈɛw']",1
quartel-general,"['quar', 'tel', 'ge', 'ne', 'ral']",nome masculino,"['kwah', 'tˌɛw', 'ʒẽ', 'ne', 'ɾˈaw']",1
quartel-mestre,"['quar', 'tel', 'mes', 'tre']",nome masculino,"['kwah', 'tˌɛw', 'mˈɛʃ', 'tɾɪ']",2
quartelada,"['quar', 'te', 'la', 'da']",nome feminino,"['kwah', 'te', 'lˈa', 'dɐ']",2
quarteto,"['quar', 'te', 'to']",nome masculino,"['kwah', 'tˈe', 'tʊ']",2
quartil,"['quar', 'til']",nome masculino,"['kwah', 'tʃˈiw']",1
quartil,"['quar', 'til']",adjetivo,"['kwah', 'tʃˈiw']",1
quartilhar,"['quar', 'ti', 'lhar']",verbo,"['kwah', 'tʃi', 'ʎˈa']",1
quartilho,"['quar', 'ti', 'lho']",nome masculino,"['kwah', 'tʃˈi', 'ʎʊ']",2
quartinho,"['quar', 'ti', 'nho']",nome masculino,"['kwah', 'tʃˈĩ', 'ɲʊ']",2
quarto,"['quar', 'to']",nome masculino,"['kwˈah', 'tʊ']",2
quarto,"['quar', 'to']",número,"['kwˈah', 'tʊ']",2
quarto,"['quar', 'to']",número,"['kwˈah', 'tʊ']",2
quarto de final,"['quar', 'to de fi', 'nal']",nome masculino,"['kwˌah', 'tʊ', 'dʒi', 'fĩ', 'nˈaw']",1
quartos de final,"['quar', 'tos de fi', 'nal']",nome masculino,"['kwˌah', 'tʊʒ', 'dʒi', 'fĩ', 'nˈaw']",1
quartzito,"['quart', 'zi', 'to']",nome masculino,"['kwah', 'ti', 'zˈi', 'tʊ']",2
quartzo,"['quart', 'zo']",nome masculino,"['kwˈah', 'tə', 'zʊ']",2
quasar,"['qua', 'sar']",nome masculino,"['kwa', 'zˈa']",1
quase,"['qua', 'se']",advérbio,"['kwˈa', 'zɪ']",2
quaternário,"['qua', 'ter', 'ná', 'ri', 'o']",adjetivo,"['kwa', 'teɦ', 'nˈa', 'ɾjʊ']",3
quatorze,"['qua', 'tor', 'ze']",número,"['kwa', 'tˈoɦ', 'zɪ']",2
quatorze,"['qua', 'tor', 'ze']",nome masculino,"['kwa', 'tˈoɦ', 'zɪ']",2
quatriénio,"['qua', 'tri', 'é', 'ni', 'o']",nome masculino,"['kwa', 'tɾi', 'ˈɛ̃', 'njʊ']",3
quatrilião,"['qua', 'tri', 'li', 'ão']",nome masculino,"['kwa', 'tɾi', 'li', 'ˈɐ̃w']",1
quatro,"['qua', 'tro']",nome masculino,"['kwˈa', 'tɾʊ']",2
quatro,"['qua', 'tro']",número,"['kwˈah', 'tʊ']",2
quatrocentista,"['qua', 'tro', 'cen', 'tis', 'ta']",nome masculino,"['kwa', 'tɾo', 'sẽ', 'tʃˈiʃ', 'tɐ']",2
quatrocentista,"['qua', 'tro', 'cen', 'tis', 'ta']",adjetivo,"['kwa', 'tɾo', 'sẽ', 'tʃˈiʃ', 'tɐ']",2
quatrocentista,"['qua', 'tro', 'cen', 'tis', 'ta']",nome feminino,"['kwa', 'tɾo', 'sẽ', 'tʃˈiʃ', 'tɐ']",2
quatrocentos,"['qua', 'tro', 'cen', 'tos']",número,"['kwa', 'tɾo', 'sˈẽ', 'tʊʃ']",2
quatrocentos,"['qua', 'tro', 'cen', 'tos']",nome masculino,"['kwa', 'tɾo', 'sˈẽ', 'tʊʃ']",2
que,['que'],pronome,['kɪ'],1
quê,['quê'],nome masculino,['kˈe'],1
que,['que'],conjunção,['kɪ'],1
que,['que'],advérbio,['kɪ'],1
quê,['quê'],pronome,['kˈe'],1
que,['que'],pronome,['kɪ'],1
que,['que'],artigo,['kˈi'],1
quebequense,"['que', 'be', 'quen', 'se']",adjetivo,"['ke', 'be', 'kˈẽ', 'sɪ']",2
quebequense,"['que', 'be', 'quen', 'se']",nome masculino,"['ke', 'be', 'kˈẽ', 'sɪ']",2
quebequense,"['que', 'be', 'quen', 'se']",nome feminino,"['ke', 'be', 'kˈẽ', 'sɪ']",2
quebra,"['que', 'bra']",adjetivo,"['kˈɛ', 'bɾɐ']",2
quebra,"['que', 'bra']",nome masculino,"['kˈɛ', 'bɾɐ']",2
quebra,"['que', 'bra']",nome feminino,"['kˈɛ', 'bɾɐ']",2
quebra-cabeça,"['que', 'bra', 'ca', 'be', 'ça']",nome masculino,"['kˌɛ', 'bɾɐ', 'ka', 'bˈe', 'sɐ']",2
quebra-cabeças,"['que', 'bra', 'ca', 'be', 'ças']",nome masculino,"['kˌɛ', 'bɾɐ', 'ka', 'bˈe', 'sɐʃ']",2
quebra-costas,"['que', 'bra', 'cos', 'tas']",nome masculino,"['kˌɛ', 'bɾɐ', 'kˈɔʃ', 'tɐʃ']",2
quebra-gelo,"['que', 'bra', 'ge', 'lo']",nome masculino,"['kˌɛ', 'bɾɐ', 'ʒˈe', 'lʊ']",2
quebra-luz,"['que', 'bra', 'luz']",nome masculino,"['kˌɛ', 'bɾɐ', 'lˈuʃ']",1
quebra-mar,"['que', 'bra', 'mar']",nome masculino,"['kˌɛ', 'bɾɐ', 'mˈa']",1
quebra-nozes,"['que', 'bra', 'no', 'zes']",nome masculino,"['kˌɛ', 'bɾɐ', 'nˈɔ', 'zɪʃ']",2
quebrada,"['que', 'bra', 'da']",nome feminino,"['ke', 'bɾˈa', 'dɐ']",2
quebradamente,"['que', 'bra', 'da', 'men', 'te']",advérbio,"['ke', 'bɾa', 'dã', 'mˈẽ', 'tʃɪ']",2
quebradiço,"['que', 'bra', 'di', 'ço']",adjetivo,"['ke', 'bɾa', 'dʒˈi', 'sʊ']",2
quebrado,"['que', 'bra', 'do']",nome masculino,"['ke', 'bɾˈa', 'dʊ']",2
quebrado,"['que', 'bra', 'do']",adjetivo,"['ke', 'bɾˈa', 'dʊ']",2
quebramento,"['que', 'bra', 'men', 'to']",nome masculino,"['ke', 'bɾã', 'mˈẽ', 'tʊ']",2
quebrantado,"['que', 'bran', 'ta', 'do']",adjetivo,"['ke', 'bɾɐ̃', 'tˈa', 'dʊ']",2
quebrantar,"['que', 'bran', 'tar']",verbo,"['ke', 'bɾɐ̃', 'tˈa']",1
quebranto,"['que', 'bran', 'to']",nome masculino,"['ke', 'bɾˈɐ̃', 'tʊ']",2
quebrar,"['que', 'brar']",verbo,"['ke', 'bɾˈa']",1
quebrável,"['que', 'brá', 'vel']",adjetivo,"['ke', 'bɾˈa', 'vew']",2
quebro,"['que', 'bro']",nome masculino,"['kˈɛ', 'bɾʊ']",2
queca,"['que', 'ca']",nome feminino,"['kˈɛ', 'kɐ']",2
queda,"['que', 'da']",nome feminino,"['kˈɛ', 'dɐ']",2
quedar,"['que', 'dar']",verbo,"['ke', 'dˈa']",1
quede,"['que', 'de']",advérbio,"['kˈɛ', 'dʒɪ']",2
quedo,"['que', 'do']",adjetivo,"['kˈe', 'dʊ']",2
queijada,"['quei', 'ja', 'da']",nome feminino,"['kej', 'ʒˈa', 'dɐ']",2
queijar,"['quei', 'jar']",verbo,"['kej', 'ʒˈa']",1
queijaria,"['quei', 'ja', 'ri', 'a']",nome feminino,"['kej', 'ʒa', 'ɾˈi', 'ɐ']",2
queijeira,"['quei', 'jei', 'ra']",nome feminino,"['kej', 'ʒˈej', 'ɾɐ']",2
queijeiro,"['quei', 'jei', 'ro']",nome masculino,"['kej', 'ʒˈej', 'ɾʊ']",2
queijeiro,"['quei', 'jei', 'ro']",adjetivo,"['kej', 'ʒˈej', 'ɾʊ']",2
queijinho,"['quei', 'ji', 'nho']",nome masculino,"['kej', 'ʒˈĩ', 'ɲʊ']",2
queijo,"['quei', 'jo']",nome masculino,"['kˈej', 'ʒʊ']",2
queima,"['quei', 'ma']",nome feminino,"['kˈẽj', 'mɐ']",2
queima,"['quei', 'ma']",nome masculino,"['kˈẽj', 'mɐ']",2
queima-roupa,"['quei', 'ma', 'rou', 'pa']",nome feminino,"['kˌẽj', 'mɐ', 'ɦˈo', 'pɐ']",2
queimada,"['quei', 'ma', 'da']",nome feminino,"['kẽj', 'mˈa', 'dɐ']",2
queimadela,"['quei', 'ma', 'de', 'la']",nome feminino,"['kẽj', 'ma', 'dˈɛ', 'lɐ']",2
queimado,"['quei', 'ma', 'do']",adjetivo,"['kẽj', 'mˈa', 'dʊ']",2
queimado,"['quei', 'ma', 'do']",nome masculino,"['kẽj', 'mˈa', 'dʊ']",2
queimador,"['quei', 'ma', 'dor']",nome masculino,"['kẽj', 'ma', 'dˈo']",1
queimador,"['quei', 'ma', 'dor']",adjetivo,"['kẽj', 'ma', 'dˈo']",1
queimadura,"['quei', 'ma', 'du', 'ra']",nome feminino,"['kẽj', 'ma', 'dˈu', 'ɾɐ']",2
queimar,"['quei', 'mar']",verbo,"['kẽj', 'mˈa']",1
queimo,"['quei', 'mo']",nome masculino,"['kˈẽj', 'mʊ']",2
queimoso,"['quei', 'mo', 'so']",adjetivo,"['kẽj', 'mˈo', 'zʊ']",2
queiró,"['quei', 'ró']",nome feminino,"['kej', 'ɾˈɔ']",1
queiroga,"['quei', 'ro', 'ga']",nome feminino,"['kej', 'ɾˈɔ', 'gɐ']",2
queixa,"['quei', 'xa']",nome feminino,"['kˈej', 'ʃɐ']",2
queixa-crime,"['quei', 'xa', 'cri', 'me']",nome feminino,"['kˌej', 'ʃɐ', 'kɾˈĩ', 'mɪ']",2
queixada,"['quei', 'xa', 'da']",nome feminino,"['kej', 'ʃˈa', 'dɐ']",2
queixar,"['quei', 'xar']",verbo,"['kej', 'ʃˈa']",1
queixo,"['quei', 'xo']",nome masculino,"['kˈej', 'ʃʊ']",2
queixosa,"['quei', 'xo', 'sa']",nome feminino,"['kej', 'ʃˈɔ', 'zɐ']",2
queixosamente,"['quei', 'xo', 'sa', 'men', 'te']",advérbio,"['kej', 'ʃɔ', 'zã', 'mˈẽ', 'tʃɪ']",2
queixoso,"['quei', 'xo', 'so']",adjetivo,"['kej', 'ʃˈo', 'zʊ']",2
queixoso,"['quei', 'xo', 'so']",nome masculino,"['kej', 'ʃˈo', 'zʊ']",2
queixume,"['quei', 'xu', 'me']",nome masculino,"['kej', 'ʃˈũ', 'mɪ']",2
quejando,"['que', 'jan', 'do']",adjetivo,"['ke', 'ʒˈɐ̃', 'dʊ']",2
quejando,"['que', 'jan', 'do']",nome masculino,"['ke', 'ʒˈɐ̃', 'dʊ']",2
quele,"['que', 'le']",nome masculino,"['kˈɛ', 'lɪ']",2
quelha,"['que', 'lha']",nome feminino,"['kˈe', 'ʎɐ']",2
quelimane,"['que', 'li', 'ma', 'ne']",nome masculino,"['ke', 'lĩ', 'mˈɐ̃', 'nɪ']",2
quelimane,"['que', 'li', 'ma', 'ne']",adjetivo,"['ke', 'lĩ', 'mˈɐ̃', 'nɪ']",2
quelimane,"['que', 'li', 'ma', 'ne']",nome feminino,"['ke', 'lĩ', 'mˈɐ̃', 'nɪ']",2
quem,['quem'],pronome,['kˈẽj'],1
quem,['quem'],pronome,['kˈẽj'],1
quem,['quem'],pronome,['kˈẽj'],1
queniana,"['que', 'ni', 'a', 'na']",nome feminino,"['kẽ', 'ni', 'ˈɐ̃', 'nɐ']",2
queniano,"['que', 'ni', 'a', 'no']",adjetivo,"['kẽ', 'ni', 'ˈɐ̃', 'nʊ']",2
queniano,"['que', 'ni', 'a', 'no']",nome masculino,"['kẽ', 'ni', 'ˈɐ̃', 'nʊ']",2
quentar,"['quen', 'tar']",verbo,"['kẽ', 'tˈa']",1
quente,"['quen', 'te']",nome masculino,"['kˈẽ', 'tʃɪ']",2
quente,"['quen', 'te']",adjetivo,"['kˈẽ', 'tʃɪ']",2
quentura,"['quen', 'tu', 'ra']",nome feminino,"['kẽ', 'tˈu', 'ɾɐ']",2
quépi,"['qué', 'pi']",nome masculino,"['kˈɛ', 'pɪ']",2
queque,"['que', 'que']",nome masculino,"['kˈɛ', 'kɪ']",2
queque,"['que', 'que']",adjetivo,"['kˈɛ', 'kɪ']",2
quer,['quer'],conjunção,['kˈeɾ'],1
querar,"['que', 'rar']",verbo,"['ke', 'ɾˈa']",1
queratite,"['que', 'ra', 'ti', 'te']",nome feminino,"['ke', 'ɾa', 'tʃˈi', 'tʃɪ']",2
queratotomia,"['que', 'ra', 'to', 'to', 'mi', 'a']",nome feminino,"['ke', 'ɾa', 'tɔ', 'tõ', 'mˈi', 'ɐ']",2
querco,"['quer', 'co']",nome masculino,"['kwˈɛh', 'kʊ']",2
querela,"['que', 're', 'la']",nome feminino,"['ke', 'ɾˈe', 'lɐ']",2
querelar,"['que', 're', 'lar']",verbo,"['ke', 'ɾe', 'lˈa']",1
querena,"['que', 're', 'na']",nome feminino,"['ke', 'ɾˈẽ', 'nɐ']",2
querenar,"['que', 're', 'nar']",verbo,"['ke', 'ɾẽ', 'nˈa']",1
querença,"['que', 'ren', 'ça']",nome feminino,"['ke', 'ɾˈẽ', 'sɐ']",2
querenciar,"['que', 'ren', 'ci', 'ar']",verbo,"['ke', 'ɾẽ', 'si', 'ˈa']",1
querer,"['que', 'rer']",nome masculino,"['ke', 'ɾˈe']",1
querer,"['que', 'rer']",verbo,"['ke', 'ɾˈe']",1
querida,"['que', 'ri', 'da']",nome feminino,"['ke', 'ɾˈi', 'dɐ']",2
querido,"['que', 'ri', 'do']",adjetivo,"['ke', 'ɾˈi', 'dʊ']",2
querido,"['que', 'ri', 'do']",nome masculino,"['ke', 'ɾˈi', 'dʊ']",2
quermesse,"['quer', 'mes', 'se']",nome feminino,"['keɦ', 'mˈɛ', 'sɪ']",2
querosene,"['que', 'ro', 'se', 'ne']",nome masculino,"['ke', 'ɾo', 'zˈɛ̃', 'nɪ']",2
querubim,"['que', 'ru', 'bim']",nome masculino,"['ke', 'ɾu', 'bˈĩ']",1
querubínico,"['que', 'ru', 'bí', 'ni', 'co']",adjetivo,"['ke', 'ɾu', 'bˈĩ', 'ni', 'kʊ']",3
quesito,"['que', 'si', 'to']",nome masculino,"['ke', 'zˈi', 'tʊ']",2
questão,"['ques', 'tão']",nome feminino,"['keʃ', 'tˈɐ̃w']",1
questionado,"['ques', 'ti', 'o', 'na', 'do']",adjetivo,"['keʃ', 'tʃjõ', 'nˈa', 'dʊ']",2
questionador,"['ques', 'ti', 'o', 'na', 'dor']",adjetivo,"['keʃ', 'tʃjõ', 'na', 'dˈo']",1
